iso3,year,gdp_per_capita,pop_density,sanitation,water
DOM,2011,15258.086,209.24498,83.140015,94.941154
DOM,2012,15487.277,211.87033,83.70298,95.2053
DOM,2013,16054.768,214.46715,84.26182,95.45692
DOM,2014,16993.588,217.02727,84.81681,95.69656
DOM,2015,17973.188,219.53728,85.36812,95.92469
DOM,2016,18968.975,221.9905,85.91567,96.14159
DOM,2017,19501.875,224.41872,86.45918,96.34747
DOM,2018,20662.848,226.84244,86.99703,96.54199
DZA,2000,11558.221,12.975338,84.48083,88.993805
DZA,2001,11742.595,13.154758,84.759926,89.1698
DZA,2002,12213.126,13.330935,85.03281,89.34364
DZA,2003,12835.182,13.509367,85.299164,89.51511
DZA,2004,13226.765,13.699343,85.55907,89.68422
DZA,2005,13738.496,13.901284,85.812256,89.85078
DZA,2006,13920.694,14.117196,86.059135,90.01502
DZA,2007,14114.675,14.354802,86.29944,90.17674
DZA,2008,14206.776,14.618283,86.53356,90.3362
DZA,2009,14104.428,14.901051,86.75948,90.49186
DZA,2010,14496.421,15.194027,86.978134,90.64434
DZA,2011,14641.964,15.494286,87.18924,90.79335
DZA,2012,14697.54,15.806154,87.09354,90.954704
DZA,2013,14778.191,16.128613,86.98688,91.11286
DZA,2014,15073.763,16.460663,86.86985,91.26806
DZA,2015,15239.518,16.802637,86.74252,91.42015
DZA,2016,15511.686,17.15162,86.605484,91.5694
DZA,2017,15427.664,17.50371,86.458824,91.71564
DZA,2018,15343.426,17.846203,86.30309,91.85912
ECU,2000,9183.052,51.092022,73.02479,84.75696
ECU,2001,9405.117,51.98396,73.682274,85.332726
ECU,2002,9697.556,52.90092,74.29404,85.86812
ECU,2003,9802.814,53.842422,74.87654,86.37706
ECU,2004,10290.663,54.79425,75.45566,86.79136
ECU,2005,10660.205,55.75037,76.258675,87.16572
ECU,2006,10933.49,56.716614,77.060905,87.48048
ECU,2007,10952.822,57.693604,77.86272,87.792206
ECU,2008,11474.525,58.685783,78.66376,88.10053
ECU,2009,11403.527,59.695442,79.46405,88.40548
ECU,2010,11665.698,60.705013,80.26378,88.70729
ECU,2011,12449.078,61.709743,81.05781,88.99957
ECU,2012,12961.026,62.700092,81.84815,89.28438
ECU,2013,13689.152,63.646046,82.638565,89.56629
ECU,2014,14064.799,64.56405,83.4289,89.84513
ECU,2015,13881.57,65.49456,84.21944,90.121284
ECU,2016,13586.516,66.45652,85.009926,90.39442
ECU,2017,14179.153,67.480736,85.80049,90.66471
ECU,2018,14083.507,68.6485,86.59284,90.934875
EGY,2000,9981.628,73.417336,91.97457,98.99336
EGY,2001,10117.333,74.993256,92.18866,98.92261
EGY,2002,10143.506,76.587616,92.40278,98.85193
EGY,2003,10250.377,78.209404,92.61691,98.78132
EGY,2004,10451.821,79.84071,92.83107,98.71077
EGY,2005,10700.609,81.47171,93.04524,98.64028
EGY,2006,11211.832,83.07841,93.25943,98.56986
EGY,2007,11782.006,84.66143,93.47143,98.49889
EGY,2008,12391.585,86.25726,93.68212,98.42754
EGY,2009,12728.081,87.90159,93.892914,98.35621
EGY,2010,13128.988,89.60377,94.10371,98.28486
EGY,2011,13082.427,91.50944,94.3146,98.21353
EGY,2012,13076.806,93.58682,94.52369,98.14157
EGY,2013,13058.075,95.7693,94.732895,98.0696
EGY,2014,13136.365,97.97444,94.94212,97.99758
EGY,2015,13425.912,100.052574,95.151405,97.925514
EGY,2016,13727.32,102.10918,95.3608,97.85344
EGY,2017,14018.36,104.17003,95.57162,97.78186
EGY,2018,14488.209,106.165146,95.78382,97.710815
ERI,2000,,18.564281,8.2853,46.814217
ERI,2001,,19.101679,8.640479,47.120422
ERI,2002,,19.770031,8.986296,47.440926
ERI,2003,,20.603842,9.322086,47.775223
ERI,2004,,21.466211,9.647448,48.123417
ERI,2005,,21.986094,9.961535,48.48441
ERI,2006,,22.335447,10.264418,48.859493
ERI,2007,,22.663641,10.5550785,49.246952
ERI,2008,,23.26761,10.833774,49.648705
ERI,2009,,23.858784,11.022041,49.810326
ERI,2010,,24.332153,11.201945,49.977383
ERI,2011,,24.772575,11.37354,50.150528
ERI,2012,,25.09069,11.536517,50.329174
ERI,2013,,25.399422,11.63627,50.705128
ERI,2014,,25.571272,11.736681,51.083565
ERI,2015,,25.657078,11.837913,51.46509
ERI,2016,,25.815256,11.939966,51.849716
ERI,2017,,26.027168,,
ERI,2018,,26.377571,,
ESH,2000,,1.0223534,,
ESH,2001,,1.0721692,,
ESH,2002,,1.1220602,,
ESH,2003,,1.1721466,,
ESH,2004,,1.2225451,,
ESH,2005,,1.2733233,,
ESH,2006,,1.325782,,
ESH,2007,,1.3792256,,
ESH,2008,,1.4317068,,
ESH,2009,,1.4848083,,
ESH,2010,,1.5403082,,
ESH,2011,,1.598094,,
ESH,2012,,1.6580188,,
ESH,2013,,1.7196842,,
ESH,2014,,1.7766579,,
ESH,2015,,1.8279399,,
ESH,2016,,1.8784136,,
ESH,2017,,1.9280113,,
ESH,2018,,1.9766542,,
ESP,2000,39945.9,82.083336,99.81338,100.0
ESP,2001,41224.293,82.53524,99.81324,100.0
ESP,2002,41766.04,83.555984,99.82037,100.0
ESP,2003,42223.13,85.058464,99.82743,100.0
ESP,2004,42793.39,86.51528,99.8345,100.0
ESP,2005,43570.766,87.9647,99.84161,100.0
ESP,2006,44572.68,89.43861,99.84874,100.0
ESP,2007,45301.285,91.0816,99.85588,100.0
ESP,2008,44926.348,92.51947,99.863045,100.0
ESP,2009,42852.223,93.32015,99.87023,100.0
ESP,2010,42695.527,93.73094,99.87743,100.0
ESP,2011,42271.836,94.04626,99.88466,100.0
ESP,2012,41034.047,94.086845,99.891914,99.98617
ESP,2013,40594.914,93.77081,99.89917,99.95664
ESP,2014,41339.41,93.49025,99.9061,99.92694
ESP,2015,43053.76,93.417206,99.91247,99.92672
ESP,2016,44274.668,93.51543,99.918884,99.926506
ESP,2017,45446.25,93.787224,99.91984,99.92628
ESP,2018,46325.21,94.23591,99.9196,99.92606
EST,2000,20528.57,32.678387,99.75769,97.46676
EST,2001,21874.695,32.471905,99.75543,97.60825
EST,2002,23539.906,32.267555,99.751656,97.7507
EST,2003,25487.533,32.066643,99.70674,97.89404
EST,2004,27384.084,31.875603,99.64523,98.038345
EST,2005,30164.006,31.692327,99.58384,98.18361
EST,2006,33304.594,31.506083,99.52256,98.32978
EST,2007,35989.863,31.361614,99.461395,98.47691
EST,2008,34236.95,31.276678,99.40035,98.625015
EST,2009,29284.404,31.21703,99.339424,98.77408
EST,2010,30070.299,31.14503,99.27861,98.92409
EST,2011,32456.121,31.049498,99.21791,99.07506
EST,2012,33768.574,30.938362,99.15749,99.22915
EST,2013,34484.223,30.828539,99.09716,99.38479
EST,2014,35723.625,30.747532,99.036705,99.539314
EST,2015,36356.44,30.75041,99.03551,99.692726
EST,2016,37470.043,30.780117,99.03423,99.84503
EST,2017,39533.465,30.817076,99.032845,99.925705
EST,2018,40853.65,30.92332,99.03136,99.94854
ETH,2000,810.27075,59.731712,2.9657664,18.759062
ETH,2001,851.3134,61.571445,3.2263188,20.28613
ETH,2002,838.29803,63.47452,3.4870996,21.810595
ETH,2003,795.77216,65.42136,3.7476945,23.33038
ETH,2004,877.1145,67.410194,4.032814,24.846077
ETH,2005,952.11566,69.439545,4.317251,26.357613
ETH,2006,1024.7291,71.50944,4.6011963,27.865513
ETH,2007,1109.1433,73.63577,4.886819,29.378462
ETH,2008,1193.7473,75.798195,5.196915,30.98697
ETH,2009,1262.464,77.98146,5.5077987,32.588245
ETH,2010,1381.1904,80.224014,5.8200245,34.18369
ETH,2011,1492.5339,82.537964,6.133436,35.771896
ETH,2012,1576.7688,84.884995,6.4484644,37.353645
ETH,2013,1696.8651,87.22422,6.7623634,38.91893
ETH,2014,1821.3916,89.59612,7.0779386,40.477066
ETH,2015,1957.4146,92.03419,7.3951755,42.02727
ETH,2016,2084.8406,94.56041,7.714373,43.569748
ETH,2017,2222.8281,97.172844,8.035357,45.103275
ETH,2018,2311.165,99.82901,8.358759,46.628967
FIN,2000,46968.84,17.029894,99.44819,100.0
FIN,2001,48099.3,17.068626,99.44818,100.0
FIN,2002,48792.49,17.11001,99.448166,100.0
FIN,2003,49655.547,17.150839,99.44816,100.0
FIN,2004,51494.707,17.200811,99.44814,99.99999
FIN,2005,52744.047,17.259806,99.448135,100.0
FIN,2006,54653.98,17.326164,99.448135,100.0
FIN,2007,57313.293,17.400082,99.44812,100.0
FIN,2008,57494.586,17.481228,99.44811,100.0
FIN,2009,52599.15,17.565042,99.448105,100.0
FIN,2010,54017.945,17.645624,99.44809,100.0
FIN,2011,55053.39,17.72751,99.44805,100.0
FIN,2012,53957.668,17.812202,99.44801,100.0
FIN,2013,53183.43,17.894714,99.44799,100.0
FIN,2014,52710.734,17.969164,99.44799,100.0
FIN,2015,52782.49,18.028494,99.44799,100.0
FIN,2016,53984.633,18.080307,99.44798,100.0
FIN,2017,55637.227,18.122849,99.44798,100.0
FIN,2018,56226.336,18.14697,99.44798,100.0
FJI,2000,9070.993,46.026985,87.590576,94.817184
FJI,2001,9157.809,46.502792,87.64521,94.84408
FJI,2002,9357.754,46.965355,87.69984,94.87097
FJI,2003,9361.464,47.416367,88.33729,94.8927
FJI,2004,9766.527,47.85818,88.96894,94.914795
FJI,2005,9745.581,48.29688,89.59444,94.93704
FJI,2006,9837.086,48.73399,89.94935,94.959656
FJI,2007,9672.29,49.14302,90.29462,94.98255
FJI,2008,9711.966,49.447346,90.639145,95.01254
FJI,2009,9536.817,49.6578,90.9745,95.04453
FJI,2010,9784.304,49.831802,91.29852,95.07698
FJI,2011,10020.695,49.97214,91.61111,95.10974
FJI,2012,10140.693,50.077724,91.912445,95.142944
FJI,2013,10604.156,50.156487,92.20238,95.176315
FJI,2014,11183.313,50.22381,92.48116,95.210075
FJI,2015,11674.063,50.278324,92.74886,95.2442
FJI,2016,11951.92,50.31018,93.00551,95.27863
FJI,2017,12597.327,50.288013,93.251175,95.3133
FJI,2018,13100.096,50.2017,93.485954,95.34827
FLK,2000,,0.25628594,100.0,
FLK,2001,,0.26023006,100.0,
FLK,2002,,0.26236647,100.0,
FLK,2003,,0.2639277,100.0,
FLK,2004,,0.26540673,100.0,
FLK,2005,,0.26639277,100.0,
FLK,2006,,0.2673788,100.0,
FLK,2007,,0.26696795,100.0,
FLK,2008,,0.2665571,100.0,
FLK,2009,,0.26565325,100.0,
FLK,2010,,0.26442072,100.0,
FLK,2011,,0.2633525,100.0,
FLK,2012,,0.26483154,100.0,94.48845
FLK,2013,,0.27041906,100.0,94.602165
FLK,2014,,0.27625307,100.0,94.71283
FLK,2015,,0.28200492,100.0,94.82
FLK,2016,,0.28751028,100.0,94.9239
FLK,2017,,0.29096138,100.0,95.024734
FLK,2018,,0.29161873,100.0,95.12253
FRA,2000,45922.48,108.63475,98.663025,100.0
FRA,2001,46454.87,109.40437,98.662254,100.0
FRA,2002,46610.78,110.175285,98.66149,100.0
FRA,2003,46730.977,110.93114,98.66073,100.0
FRA,2004,47720.44,111.723976,98.659966,100.0
FRA,2005,48257.465,112.54542,98.659225,100.0
FRA,2006,49223.246,113.32123,98.65848,100.0
FRA,2007,50157.785,114.01998,98.65774,100.0
FRA,2008,50068.297,114.655075,98.657,100.0
FRA,2009,48404.965,115.25094,98.65624,100.0
FRA,2010,49130.42,115.81875,98.65548,100.0
FRA,2011,50085.684,116.39661,98.65472,100.0
FRA,2012,49935.625,116.989586,98.653946,100.0
FRA,2013,50066.53,117.59093,98.65317,100.0
FRA,2014,50326.566,118.14751,98.65238,100.0
FRA,2015,50682.895,118.55631,98.651596,100.0
FRA,2016,50984.074,118.86772,98.65081,100.0
FRA,2017,51895.566,119.22919,98.65001,100.0
FRA,2018,52560.953,119.65793,98.649216,100.0
FRO,2000,,33.348175,,100.0
FRO,2001,,33.767883,,100.0
FRO,2002,,34.19854,,100.0
FRO,2003,,34.633575,,100.0
FRO,2004,,35.06642,,100.0
FRO,2005,,35.31825,,100.0
FRO,2006,,35.369343,,100.0
FRO,2007,,35.4,90.88348,100.0
FRO,2008,54263.33,35.421898,90.88348,100.0
FRO,2009,51533.543,35.410217,90.88348,100.0
FRO,2010,51479.195,35.17591,90.88348,100.0
FRO,2011,53440.336,35.005108,90.88348,100.0
FRO,2012,57523.324,35.118977,90.88348,100.0
FRO,2013,60948.77,35.253284,90.88348,100.0
FRO,2014,64018.094,35.412407,90.88348,100.0
FRO,2015,64008.85,35.70511,90.88348,100.0
FRO,2016,64155.027,36.170803,,100.0
FRO,2017,65460.605,36.69197,,100.0
FRO,2018,66193.34,37.271534,,100.0
FSM,2000,3555.4995,160.09572,25.04843,91.79209
FSM,2001,3609.8726,160.54,29.136272,91.67271
FSM,2002,3623.1963,160.66286,33.224113,91.55333
FSM,2003,3692.4172,160.42572,37.311954,91.433945
FSM,2004,3586.1125,159.91286,41.3998,91.31456
FSM,2005,3685.9944,159.17143,45.48764,91.195175
FSM,2006,3701.3508,158.19858,49.57548,91.07579
FSM,2007,3665.6575,156.9943,53.663322,90.956406
FSM,2008,3601.9004,155.63857,57.751163,90.83702
FSM,2009,3674.4883,154.24,61.83901,90.71764
FSM,2010,3764.953,153.65572,65.92685,90.59826
FSM,2011,3901.6758,153.87428,70.014694,90.478874
FSM,2012,3828.747,154.15428,74.10253,90.35949
FSM,2013,3680.1064,154.47571,78.19038,90.240105
FSM,2014,3575.8508,154.86714,82.27821,90.12072
FSM,2015,3723.399,155.32428,86.36606,90.001335
FSM,2016,3746.1301,155.84,90.4539,89.88195
FSM,2017,3813.4421,156.42143,90.4539,89.88195
FSM,2018,3798.592,157.03572,90.4539,89.88195
GAB,2000,21717.225,4.950433,26.818195,80.06525
GAB,2001,21604.781,5.0824466,27.95006,80.56922
GAB,2002,20981.48,5.220406,29.101969,81.060005
GAB,2003,20875.455,5.3648233,30.273457,81.537315
GAB,2004,20438.932,5.517212,31.464264,82.00138
GAB,2005,20385.29,5.679757,32.673874,82.45192
GAB,2006,19224.127,5.853759,33.902473,82.890076
GAB,2007,19751.877,6.039671,35.149548,83.31557
GAB,2008,18493.092,6.2373657,36.41531,83.729515
GAB,2009,17911.146,6.44843,37.698723,84.13072
GAB,2010,18530.576,6.674751,39.00026,84.52073
GAB,2011,19153.088,6.915772,40.319374,84.89927
GAB,2012,19450.402,7.167668,41.65633,85.267395
GAB,2013,19836.455,7.4244614,43.010006,85.623924
GAB,2014,20008.99,7.6780376,44.37801,85.96589
GAB,2015,20147.71,7.920945,45.759556,86.29304
GAB,2016,19988.176,8.151162,47.15475,86.60647
GAB,2017,19555.707,8.370792,48.56374,86.90725
GAB,2018,19225.598,8.585866,49.986397,87.195984
GBR,2000,43115.562,244.10918,99.12999,100.0
GBR,2001,43976.84,245.06302,99.12955,100.0
GBR,2002,44539.465,246.1074,99.12825,100.0
GBR,2003,45759.402,247.2632,99.12697,100.0
GBR,2004,46558.13,248.70816,99.1257,100.0
GBR,2005,47529.938,250.46959,99.12444,100.0
GBR,2006,48215.047,252.35023,99.1232,100.0
GBR,2007,49243.25,254.35399,99.12197,100.0
GBR,2008,48833.07,256.38535,99.12076,100.0
GBR,2009,46241.805,258.3649,99.11955,100.0
GBR,2010,46917.89,260.4327,99.11837,100.0
GBR,2011,46949.02,262.511,99.11719,100.0
GBR,2012,47328.21,264.376,99.11602,100.0
GBR,2013,47820.28,266.14883,99.11486,100.0
GBR,2014,48964.285,268.11853,99.11371,100.0
GBR,2015,49652.72,270.25217,99.112564,100.0
GBR,2016,50346.86,272.3654,99.11142,100.0
GBR,2017,51586.676,274.27136,99.11029,100.0
GBR,2018,52131.695,275.91647,99.10918,100.0
GEO,2000,5706.2725,62.287537,76.039085,94.06023
GEO,2001,6074.0864,60.57909,76.345566,94.161995
GEO,2002,6464.325,59.40213,76.73083,94.291534
GEO,2003,7227.737,58.792473,77.20781,94.45326
GEO,2004,7693.915,58.369205,77.86243,94.59808
GEO,2005,8485.587,57.938335,78.51547,94.741486
GEO,2006,9337.989,57.51308,79.16719,94.88358
GEO,2007,10567.274,57.09587,79.81756,95.02436
GEO,2008,10856.104,56.715958,80.46631,95.16374
GEO,2009,10553.09,56.395668,81.113434,95.30174
GEO,2010,11294.368,56.064644,81.75915,95.43842
GEO,2011,12288.683,55.673103,82.40318,95.57372
GEO,2012,13193.96,55.248352,83.04579,95.70773
GEO,2013,13913.002,54.815483,83.68647,95.84029
GEO,2014,14475.313,54.582256,84.32567,95.97155
GEO,2015,14936.844,54.562817,84.96315,96.10145
GEO,2016,15442.956,54.56988,85.60082,96.230644
GEO,2017,16237.624,54.58138,86.23794,96.35888
GEO,2018,17228.68,54.610462,86.874825,96.486275
GGY,2000,,,100.0,
GGY,2001,,,100.0,
GGY,2002,,,100.0,
GGY,2003,,,100.0,
GGY,2004,,,100.0,
GGY,2005,,,100.0,
GGY,2006,,,100.0,
GGY,2007,,,100.0,
GGY,2008,,,100.0,
GGY,2009,,,100.0,
GGY,2010,,,100.0,
GGY,2011,,,100.0,
GGY,2012,,,100.0,
GGY,2013,,,100.0,
GGY,2014,,,100.0,
GGY,2015,,,100.0,
GGY,2016,,,100.0,
GGY,2017,,,100.0,
GGY,2018,,,100.0,
GHA,2000,3327.352,86.30434,5.7234426,65.51722
GHA,2001,3369.507,88.63362,5.811074,66.272484
GHA,2002,3425.6182,91.10499,6.7504554,67.287025
GHA,2003,3507.751,93.598335,7.7086234,68.30364
GHA,2004,3607.3652,96.11044,8.685409,69.32259
GHA,2005,3721.3079,98.66457,9.680148,70.342834
GHA,2006,3857.8616,101.26313,10.692857,71.36516
GHA,2007,3923.1257,103.90706,11.723153,72.38928
GHA,2008,4174.7812,106.577705,12.770758,73.415215
GHA,2009,4269.16,109.2706,13.83505,74.44221
GHA,2010,4495.689,111.961784,14.916184,75.47127
GHA,2011,5005.367,114.68706,16.01353,76.50164
GHA,2012,5339.7134,117.49625,17.126673,77.5331
GHA,2013,5593.775,120.36141,18.255064,78.565155
GHA,2014,5619.0723,123.24187,19.39839,79.59783
GHA,2015,5607.366,126.11828,20.55634,80.631165
GHA,2016,5666.078,129.02188,21.728605,81.665146
GHA,2017,5993.631,131.88577,22.914755,82.69957
GHA,2018,6234.512,134.6512,24.114485,83.73447
GIB,2000,,2773.4,100.0,100.0
GIB,2001,,2768.5,100.0,100.0
GIB,2002,,2785.0,100.0,100.0
GIB,2003,,2830.1,100.0,100.0
GIB,2004,,2874.1,100.0,100.0
GIB,2005,,2919.1,100.0,100.0
GIB,2006,,2962.0,100.0,100.0
GIB,2007,,3003.2,100.0,100.0
GIB,2008,,3043.1,100.0,100.0
GIB,2009,,3084.7,100.0,100.0
GIB,2010,,3127.1,100.0,100.0
GIB,2011,,3168.5,100.0,100.0
GIB,2012,,3205.4,100.0,100.0
GIB,2013,,3242.9,100.0,100.0
GIB,2014,,3283.6,100.0,100.0
GIB,2015,,3321.4,100.0,100.0
GIB,2016,,3368.2,100.0,100.0
GIB,2017,,3426.7,100.0,100.0
GIB,2018,,3488.3,100.0,100.0
GIN,2000,2358.2876,34.30261,9.162307,49.75328
GIN,2001,2412.7517,34.754856,9.8862915,50.503635
GIN,2002,2498.1318,35.300636,10.611442,51.252304
GIN,2003,2473.2341,36.10121,11.337945,51.999626
GIN,2004,2477.503,36.88232,12.206875,52.745228
GIN,2005,2501.2217,37.62756,13.095036,53.4891
GIN,2006,2478.6133,38.42249,14.002633,54.23158
GIN,2007,2587.005,39.32231,14.929488,54.972294
GIN,2008,2629.5398,40.285164,15.875607,55.71124
GIN,2009,2537.3064,41.280888,16.841002,56.4484
GIN,2010,2594.8306,42.308685,17.825888,57.184097
GIN,2011,2673.4087,43.36974,18.830074,58.360313
GIN,2012,2762.9036,44.447258,19.853569,59.5459
GIN,2013,2802.56,45.547264,20.896381,60.740795
GIN,2014,2834.9663,46.691036,21.958517,61.944954
GIN,2015,2869.8516,47.888153,23.042953,63.16257
GIN,2016,3099.7888,49.133286,24.14984,64.39355
GIN,2017,3332.7659,50.405617,25.279316,65.63776
GIN,2018,3455.645,51.70428,26.431534,66.895096
GLP,2000,,258.99075,,
GLP,2001,,257.9284,97.22199,99.16755
GLP,2002,,256.64322,97.22199,99.16755
GLP,2003,,255.19629,97.22199,99.16755
GLP,2004,,253.61667,97.22199,99.16755
GLP,2005,,251.90433,97.22199,99.16755
GLP,2006,,251.37654,97.36119,99.20969
GLP,2007,,252.0389,97.50039,99.25183
GLP,2008,,252.4611,97.63959,99.29397
GLP,2009,,252.4679,97.77879,99.33611
GLP,2010,,252.35493,97.91799,99.37825
GLP,2011,,252.50803,98.05719,99.420395
GLP,2012,,252.56358,98.19639,99.46253
GLP,2013,,252.0784,98.335594,99.50468
GLP,2014,,251.01976,98.47479,99.546814
GLP,2015,,249.35185,98.61399,99.58896
GLP,2016,,249.779,98.75319,99.631096
GLP,2017,,254.75371,98.892395,99.67324
GLP,2018,,256.2864,99.03159,99.71538
GMB,2000,2658.6177,143.78409,51.062706,71.75198
GMB,2001,2737.696,147.72954,49.913975,72.470985
GMB,2002,2578.5571,151.74901,48.787956,73.18741
GMB,2003,2682.48,155.8912,47.724316,73.894196
GMB,2004,2794.1936,160.2084,46.695427,74.57234
GMB,2005,2653.6423,164.72678,46.578342,75.24828
GMB,2006,2564.6865,169.49457,46.48626,75.92201
GMB,2007,2567.1572,174.484,46.41853,76.59349
GMB,2008,2649.611,179.63034,46.374496,77.2629
GMB,2009,2745.3254,184.92372,46.35349,77.929504
GMB,2010,2824.2126,190.37886,46.354774,78.593834
GMB,2011,2519.8398,196.02618,46.37754,79.25554
GMB,2012,2574.935,201.88705,46.421207,79.91494
GMB,2013,2572.4473,207.88785,46.484436,80.5712
GMB,2014,2465.1096,213.88686,46.566025,81.22418
GMB,2015,2495.9575,219.81522,46.664673,81.87375
GMB,2016,2478.4604,225.66946,46.778763,82.51964
GMB,2017,2533.1868,231.4418,46.90722,83.162056
GMB,2018,2651.4329,237.11789,47.04853,83.80089
GNB,2000,1974.6217,43.909924,4.534457,55.179726
GNB,2001,2025.6006,44.85352,5.0157485,55.63551
GNB,2002,2053.962,45.850533,5.729104,56.07668
GNB,2003,2002.2775,46.899323,6.754165,56.50251
GNB,2004,1979.5746,47.993206,7.782165,56.913307
GNB,2005,2060.5383,49.131935,8.878353,57.30839
GNB,2006,2065.0837,50.33126,9.989732,57.688683
GNB,2007,2065.8613,51.59989,11.116188,58.053513
GNB,2008,2105.543,52.91817,12.258092,58.403156
GNB,2009,2102.9272,54.281082,13.415296,58.73699
GNB,2010,2164.1335,55.70242,14.588715,59.05613
GNB,2011,2278.4058,57.186485,15.778218,59.35994
GNB,2012,2180.6077,58.727776,16.98422,59.648643
GNB,2013,2192.4563,60.312233,18.206755,59.921917
GNB,2014,2156.2021,61.91771,19.446253,60.17997
GNB,2015,2230.391,63.529907,20.702955,60.42273
GNB,2016,2293.2358,65.14573,21.976883,60.649895
GNB,2017,2342.4153,66.75227,23.268269,60.861423
GNB,2018,2373.5015,68.355865,24.577574,61.0575
GNQ,2000,11767.471,25.07262,54.79053,51.09814
GNQ,2001,18031.965,26.73212,55.776966,51.790443
GNQ,2002,20242.432,28.448057,56.747005,52.541996
GNQ,2003,21709.574,30.226988,57.699234,53.350418
GNQ,2004,28225.986,32.08285,58.63359,54.21503
GNQ,2005,31302.957,33.77433,59.548374,55.131718
GNQ,2006,32251.768,35.30656,60.44434,56.10058
GNQ,2007,35540.45,36.935936,61.32078,57.118572
GNQ,2008,39994.617,38.664455,62.177715,58.183796
GNQ,2009,38706.605,40.48781,63.014317,59.291794
GNQ,2010,33668.875,42.39205,63.831192,60.441364
GNQ,2011,34341.934,44.272476,64.62837,61.629612
GNQ,2012,35711.492,46.11355,65.406075,62.85389
GNQ,2013,32894.37,47.993584,66.04694,63.671516
GNQ,2014,31765.9,49.904778,66.11511,63.926476
GNQ,2015,27797.795,51.833332,66.182526,64.1786
GNQ,2016,24435.064,53.767986,66.24854,64.425514
GNQ,2017,22250.44,55.70057,66.31279,64.66581
GNQ,2018,20165.48,57.62656,,
GRC,2000,31386.64,83.651184,97.87588,99.75781
GRC,2001,32675.93,84.12076,97.9453,99.77438
GRC,2002,34081.027,84.48632,98.01972,99.79199
GRC,2003,35970.703,84.70494,98.09309,99.80923
GRC,2004,37811.492,84.92916,98.16544,99.8261
GRC,2005,38146.965,85.19271,98.236725,99.8426
GRC,2006,40483.156,85.462425,98.306984,99.858734
GRC,2007,41796.234,85.6923,98.37624,99.87451
GRC,2008,41709.387,85.93385,98.44452,99.889946
GRC,2009,39886.215,86.17585,98.51178,99.90502
GRC,2010,37566.75,86.30463,98.57808,99.91976
GRC,2011,33906.492,86.18183,98.64343,99.934166
GRC,2012,31250.227,85.71211,98.70787,99.94824
GRC,2013,30762.443,85.0856,98.77138,99.96199
GRC,2014,31213.377,84.50868,98.83396,99.97542
GRC,2015,31347.977,83.94804,98.89565,99.988525
GRC,2016,31468.62,83.595856,98.95645,100.0
GRC,2017,31995.41,83.425385,98.983185,100.0
GRC,2018,32722.33,83.24939,98.986755,100.0
GRD,2000,11625.051,316.07648,88.57227,93.30764
GRD,2001,11333.237,317.64117,89.08444,93.539955
GRD,2002,11677.703,318.86472,89.595436,93.77227
GRD,2003,12726.526,320.27942,90.10525,94.004585
GRD,2004,12593.3545,321.58237,90.613884,94.2369
GRD,2005,14211.843,322.77646,91.12134,94.469215
GRD,2006,13594.355,323.96765,91.62762,94.70153
GRD,2007,14376.282,325.09412,92.13272,94.933846
GRD,2008,14463.56,326.20883,92.63664,95.16616
GRD,2009,13463.58,327.25293,93.13939,95.398476
GRD,2010,13354.908,328.2353,93.64095,95.63079
GRD,2011,13397.85,329.6853,93.54807,95.863106
GRD,2012,13161.3955,331.74118,93.45519,95.97139
GRD,2013,13386.319,333.8206,93.362305,95.62865
GRD,2014,14287.954,335.7294,93.269424,95.62865
GRD,2015,15136.696,337.32648,93.17654,95.62865
GRD,2016,15640.827,338.66763,93.08366,95.62865
GRD,2017,16291.489,339.55295,92.990776,95.62865
GRD,2018,16964.852,340.30295,92.89789,
GRL,2000,44991.676,0.13699111,,100.0
GRL,2001,45405.855,0.13749056,,100.0
GRL,2002,44793.27,0.13793884,,100.0
GRL,2003,46649.047,0.1383384,,100.0
GRL,2004,49742.06,0.13869168,,100.0
GRL,2005,52189.0,0.13879645,,100.0
GRL,2006,55243.71,0.13863078,,100.0
GRL,2007,56763.24,0.13840175,,100.0
GRL,2008,60506.195,0.13809964,,100.0
GRL,2009,61035.566,0.1377683,,100.0
GRL,2010,61863.28,0.13798027,,100.0
GRL,2011,61170.92,0.13851383,,100.0
GRL,2012,62111.1,0.13837738,,100.0
GRL,2013,61659.64,0.13773176,,100.0
GRL,2014,64799.305,0.1369107,62.5,100.0
GRL,2015,63364.055,0.13655256,62.5,100.0
GRL,2016,66245.73,0.1366354,62.5,100.0
GRL,2017,66297.18,0.13666463,62.5,100.0
GRL,2018,66887.68,0.13667926,62.5,100.0
GTM,2000,8770.404,109.16006,61.067245,87.50896
GTM,2001,8771.155,111.69675,61.56169,87.77526
GTM,2002,8901.536,114.28633,62.045116,88.03902
GTM,2003,8926.153,116.88917,62.509445,88.29666
GTM,2004,9003.857,119.51669,62.958122,88.549675
GTM,2005,9099.724,122.13174,63.395954,88.80014
GTM,2006,9386.001,124.74296,63.82338,89.0482
GTM,2007,9772.806,127.398674,64.24081,89.294
GTM,2008,9889.572,130.0408,64.648315,89.53753
GTM,2009,9740.709,132.65784,65.04514,89.77842
GTM,2010,9825.018,135.31279,65.432556,90.017166
GTM,2011,10032.089,138.03773,65.8098,90.253426
GTM,2012,10126.828,140.8141,66.17754,90.48743
GTM,2013,10297.84,143.5922,66.538864,90.72038
GTM,2014,10553.564,146.33936,66.89369,90.95219
