iso3,year,gdp_per_capita,pop_density,sanitation,water
ABW,2000,37524.035,493.17776,97.97311,95.233536
ABW,2001,38729.457,501.77777,98.012505,95.359055
ABW,2002,38098.906,507.7389,98.05191,95.48457
ABW,2003,38086.01,512.91113,98.09132,95.6101
ABW,2004,40000.562,517.9056,98.13072,95.73562
ABW,2005,38828.215,523.55,98.17013,95.86114
ABW,2006,38566.8,530.01666,98.20953,95.98666
ABW,2007,39462.586,536.6889,98.24893,96.112175
ABW,2008,39881.59,543.4167,98.28834,96.23769
ABW,2009,34986.15,550.2222,98.32774,96.36321
ABW,2010,33951.625,556.2611,98.36715,96.48874
ABW,2011,34837.94,561.0833,98.406555,96.61426
ABW,2012,33972.34,565.41113,98.44596,96.73978
ABW,2013,35621.785,569.8333,98.48536,96.73978
ABW,2014,35746.863,574.33887,98.524765,96.73978
ABW,2015,36660.633,578.8889,98.56417,96.73978
ABW,2016,36832.902,583.2722,98.60358,96.73978
ABW,2017,38116.832,587.4278,98.64298,
ABW,2018,39278.83,591.3722,98.68238,
AFG,2000,1617.8264,30.863857,22.298273,29.730967
AFG,2001,1454.1108,31.099924,22.309525,29.762926
AFG,2002,1774.3087,32.77697,23.734709,31.836077
AFG,2003,1815.9282,34.85435,25.160116,33.90863
AFG,2004,1776.9182,36.123234,26.592743,35.999355
AFG,2005,1908.1147,37.41713,28.032917,38.108055
AFG,2006,1929.7239,38.980267,29.473711,40.215763
AFG,2007,2155.353,39.725025,30.875317,42.429497
AFG,2008,2191.5044,40.60321,32.27372,44.653793
AFG,2009,2565.022,42.11107,33.66911,46.888584
AFG,2010,2848.5862,43.365204,35.06167,49.133797
AFG,2011,2757.0525,44.99595,36.451744,51.38967
AFG,2012,2985.319,46.85469,37.839386,53.65581
AFG,2013,3046.5798,48.483986,39.224785,55.932137
AFG,2014,3017.9426,50.277554,40.608135,58.218575
AFG,2015,2967.6921,51.870914,41.98982,60.515347
AFG,2016,2958.7854,53.20303,43.369865,62.82207
AFG,2017,2952.999,54.718338,44.750813,65.142136
AFG,2018,2902.392,56.334484,46.133545,67.47587
AGO,2000,6796.4062,12.990192,33.800407,37.842236
AGO,2001,6848.683,13.433227,34.255856,38.338818
AGO,2002,7523.813,13.898853,34.7113,38.835392
AGO,2003,7518.8896,14.392972,35.756687,40.396515
AGO,2004,8081.757,14.919729,36.80266,41.977238
AGO,2005,8895.377,15.473779,37.84653,43.574345
AGO,2006,9588.822,16.05461,38.733883,45.014
AGO,2007,10437.59,16.666857,39.620567,46.468655
AGO,2008,11134.705,17.30862,40.507355,47.93902
AGO,2009,10933.271,17.979286,41.39269,49.423176
AGO,2010,11077.13,18.685186,42.277718,50.922283
AGO,2011,11037.639,19.42597,43.162064,52.43574
AGO,2012,11519.993,20.195234,44.04532,53.962936
AGO,2013,11626.1875,20.987902,44.927082,55.503227
AGO,2014,11721.664,21.786129,45.80774,57.05691
AGO,2015,11392.906,22.585869,46.683765,58.619633
AGO,2016,10805.712,23.408255,47.55591,60.192062
AGO,2017,10414.236,24.251894,48.423767,61.773514
AGO,2018,10000.944,25.104002,49.286522,63.36279
AIA,2000,,124.4,90.736465,96.16923
AIA,2001,,127.744446,91.195366,96.27023
AIA,2002,,130.15555,91.65427,96.37124
AIA,2003,,132.25555,92.11317,96.472244
AIA,2004,,134.35556,92.57207,96.57324
AIA,2005,,136.55556,93.03097,96.67425
AIA,2006,,138.81111,93.48987,96.77525
AIA,2007,,141.07777,93.94876,96.87625
AIA,2008,,143.45555,94.40766,96.97726
AIA,2009,,145.97778,94.86656,97.07826
AIA,2010,,148.57777,95.32546,97.17927
AIA,2011,,151.03334,95.78436,97.280266
AIA,2012,,148.9,96.24326,97.38127
AIA,2013,,147.46666,96.70216,97.48228
AIA,2014,,152.75555,96.70216,97.48228
AIA,2015,,158.16667,96.70216,97.48228
AIA,2016,,159.37778,96.70216,97.48228
AIA,2017,,160.55556,96.70216,97.48228
AIA,2018,,163.85556,,
ALB,2000,6582.0166,115.55281,89.48867,86.39704
ALB,2001,7232.9907,114.88843,90.03095,86.90407
ALB,2002,7590.49,114.383026,90.605515,87.45164
ALB,2003,8025.2812,113.79901,91.16545,87.98719
ALB,2004,8483.294,113.08985,91.710655,88.51058
ALB,2005,8964.318,112.26847,92.322975,89.02119
ALB,2006,9564.029,111.34325,92.92141,89.519135
ALB,2007,10262.967,110.32434,93.505745,90.00419
ALB,2008,11056.352,109.23113,94.07581,90.47615
ALB,2009,11430.622,108.083466,94.63116,90.93441
ALB,2010,11829.054,106.88799,95.172165,91.37948
ALB,2011,12153.114,106.25909,95.698494,91.81088
ALB,2012,12463.57,106.20449,96.21027,92.22878
ALB,2013,12873.483,106.11573,96.70656,92.63159
ALB,2014,13366.56,105.976204,97.18802,93.02005
ALB,2015,13876.819,105.78956,97.65497,93.394325
ALB,2016,14643.489,105.761604,98.1079,93.754875
ALB,2017,15359.461,105.77537,98.547295,94.1021
ALB,2018,16170.99,105.62879,98.97365,94.43639
AND,2000,54809.145,139.79361,100.0,100.0
AND,2001,59109.016,140.15744,100.0,100.0
AND,2002,61188.637,141.54893,100.0,100.0
AND,2003,63656.195,147.88724,100.0,100.0
AND,2004,64353.484,158.17447,99.99999,99.99999
AND,2005,65114.805,164.75745,100.0,100.0
AND,2006,66390.3,169.38084,100.0,100.0
AND,2007,65534.117,174.25745,100.0,100.0
AND,2008,60691.605,177.68724,100.0,100.0
AND,2009,57203.973,178.52553,100.0,100.0
AND,2010,58285.06,171.75957,100.0,100.0
AND,2011,60470.465,165.53404,100.0,100.0
AND,2012,58172.133,163.52766,100.0,100.0
AND,2013,57332.16,160.04256,100.0,100.0
AND,2014,59929.246,156.92554,100.0,100.0
AND,2015,62105.152,153.60638,100.0,100.0
AND,2016,64402.81,153.61064,100.0,100.0
AND,2017,63239.656,156.97873,100.0,100.0
AND,2018,63048.598,159.95958,100.0,100.0
ANT,2000,,222.77374,,
ANT,2001,,222.425,,
ANT,2002,,223.1425,,
ANT,2003,,224.78625,,
ANT,2004,,227.11874,,
ANT,2005,,229.90875,,
ANT,2006,,233.17625,,
ANT,2007,,236.89375,,
ANT,2008,,240.7625,,
ANT,2009,,244.39874,,
ANT,2010,,247.51125,,
ARE,2000,95390.7,49.191536,99.16086,99.61584
ARE,2001,90750.34,52.430244,99.156876,99.61389
ARE,2002,87479.24,55.71429,99.15295,99.634796
ARE,2003,89828.555,59.032173,99.14909,99.65597
ARE,2004,93166.15,62.36221,99.145294,99.677376
ARE,2005,92750.914,65.68286,99.14157,99.69903
ARE,2006,94872.54,70.53092,99.1379,99.72092
ARE,2007,87180.61,79.197975,99.13433,99.74304
ARE,2008,80285.19,88.74499,99.13087,99.76541
ARE,2009,71488.99,94.43907,99.12749,99.787994
ARE,2010,70913.78,97.69603,99.1242,99.81079
ARE,2011,73190.4,101.37195,99.121,99.8338
ARE,2012,73644.055,105.56353,99.1179,99.85701
ARE,2013,74237.22,110.276695,99.11488,99.88041
ARE,2014,74145.11,115.97972,99.11194,99.90399
ARE,2015,75238.555,122.143524,99.10909,99.92775
ARE,2016,75671.055,127.15958,99.10632,99.951675
ARE,2017,72529.055,130.02435,99.10363,99.97576
ARE,2018,72671.06,131.60898,99.10102,100.0
ARG,2000,22281.38,13.598174,87.66692,96.28403
ARG,2001,21066.459,13.748294,88.13594,96.52282
ARG,2002,18571.701,13.896111,88.6034,96.75547
ARG,2003,20005.139,14.040422,89.069565,96.982414
ARG,2004,21591.45,14.183527,89.535065,97.20434
ARG,2005,23262.408,14.330008,89.99973,97.42119
ARG,2006,24877.25,14.478116,90.46378,97.63321
ARG,2007,26850.664,14.622324,90.92704,97.84036
ARG,2008,27658.484,14.771184,91.38971,98.04288
ARG,2009,25747.197,14.928557,91.85164,98.24074
ARG,2010,28056.258,15.087092,92.312836,98.43405
ARG,2011,29425.76,15.248588,92.77075,98.62186
ARG,2012,28825.967,15.406099,93.22681,98.8053
ARG,2013,29227.66,15.559838,93.62313,98.864204
ARG,2014,28200.814,15.721208,94.021126,98.92325
ARG,2015,28669.207,15.886714,94.42041,98.98231
ARG,2016,27802.105,16.041391,94.82095,99.041374
ARG,2017,28334.904,16.183382,,
ARG,2018,27367.115,16.317112,,
ARM,2000,4589.0083,109.7868,88.0309,95.66867
ARM,2001,5044.1167,108.336845,88.23413,95.8831
ARM,2002,5731.3535,107.32828,88.45717,96.111244
ARM,2003,6569.2603,106.743095,88.68784,96.345116
ARM,2004,7299.4,106.16593,88.91853,96.580536
ARM,2005,8362.9,105.59747,89.1491,96.81747
ARM,2006,9525.231,105.035866,89.37985,97.056015
ARM,2007,10898.849,104.489815,89.610466,97.2961
ARM,2008,11727.482,103.96895,89.84126,97.537796
ARM,2009,10143.235,103.46041,90.07192,97.78104
ARM,2010,10438.564,102.95339,90.3026,98.02586
ARM,2011,10990.177,102.678925,90.53329,98.27229
ARM,2012,11796.274,102.65293,90.764,98.520325
ARM,2013,12194.019,102.652824,90.9987,98.77056
ARM,2014,12667.376,102.64956,91.23747,99.01735
ARM,2015,13112.76,102.605515,91.480576,99.219894
ARM,2016,13192.994,102.52181,91.72791,99.320045
ARM,2017,14243.875,102.38728,91.97959,99.42045
ARM,2018,15037.045,102.21184,92.235855,99.46264
ASM,2000,,284.385,62.293518,95.03448
ASM,2001,,285.36,62.285614,95.26989
ASM,2002,,285.405,62.277714,95.5053
ASM,2003,,284.94,62.269814,95.740715
ASM,2004,,284.205,62.261913,95.97613
ASM,2005,,283.19,62.254013,96.21154
ASM,2006,,281.955,62.246113,96.446945
ASM,2007,,280.67,62.23821,96.68236
ASM,2008,,279.24,62.23031,96.91777
ASM,2009,,277.71,62.22241,97.15318
ASM,2010,,276.23,62.214508,97.388596
ASM,2011,,274.585,62.206608,97.62401
ASM,2012,,272.53,62.198708,97.85942
ASM,2013,,270.13,62.190807,98.09483
ASM,2014,,267.445,62.182903,98.330246
ASM,2015,,264.48,62.175003,98.56566
ASM,2016,,261.3,62.167103,98.80107
ASM,2017,,258.025,62.159203,99.03648
ASM,2018,,254.635,62.151302,99.2719
ATG,2000,25547.611,170.29318,84.76534,97.45779
ATG,2001,24014.775,172.91364,85.53443,97.52484
ATG,2002,23958.164,175.11136,86.31252,97.589325
ATG,2003,25136.002,177.03636,87.08915,97.654976
ATG,2004,26303.617,178.9409,87.86436,97.72178
ATG,2005,27692.635,180.97273,88.63813,97.7897
ATG,2006,30827.342,183.225,89.41053,97.85875
ATG,2007,33245.27,185.71819,90.18153,97.92888
ATG,2008,32756.307,188.46819,90.95121,98.000084
ATG,2009,28405.69,191.34773,91.719475,98.07236
ATG,2010,25826.61,193.94772,92.48645,98.14566
ATG,2011,25023.918,196.25,93.251015,98.22017
ATG,2012,25592.906,198.35228,94.00426,98.297104
ATG,2013,25206.846,200.16818,94.75713,98.37434
ATG,2014,25557.525,201.78181,95.50967,98.45187
ATG,2015,25734.152,203.22954,96.26188,98.52969
ATG,2016,26627.715,204.5,97.013245,98.60784
ATG,2017,27199.195,205.64319,97.76381,98.68624
ATG,2018,28878.607,206.68637,98.51369,98.764854
AUS,2000,45099.074,2.4873145,99.99116,99.712296
AUS,2001,45428.2,2.5176013,99.991615,99.71124
AUS,2002,46688.395,2.5474916,99.99207,99.71219
AUS,2003,47581.23,2.5766249,99.99253,99.73436
AUS,2004,49061.277,2.606166,99.99299,99.75634
AUS,2005,49997.066,2.6383824,99.99344,99.778145
AUS,2006,50693.727,2.6768737,99.9939,99.799774
AUS,2007,51663.242,2.7241929,99.994354,99.82125
AUS,2008,52473.383,2.7782812,99.99481,99.84255
AUS,2009,52407.91,2.8318977,99.99527,99.86368
AUS,2010,52739.27,2.8785136,99.99572,99.88314
AUS,2011,53257.047,2.9224806,99.99618,99.89197
AUS,2012,54403.883,2.9709554,99.996635,99.90077
AUS,2013,54895.004,3.0208282,99.99709,99.909584
AUS,2014,55489.07,3.0675426,99.99755,99.96148
AUS,2015,55879.996,3.113356,99.998,99.97001
AUS,2016,56529.953,3.1630135,99.99846,99.96997
AUS,2017,56881.855,3.215156,99.99892,99.96993
AUS,2018,57647.844,3.2656832,99.999374,99.969894
AUT,2000,53534.344,97.102875,99.99998,100.0
AUT,2001,54032.152,97.457985,99.99999,100.0
AUT,2002,54565.08,97.93553,100.0,100.0
AUT,2003,54919.79,98.431946,99.99838,100.0
AUT,2004,55980.23,99.04867,99.99654,100.0
AUT,2005,56890.28,99.723755,99.994705,100.0
AUT,2006,58460.24,100.21693,99.9929,100.0
AUT,2007,60470.91,100.54469,99.991104,100.0
AUT,2008,61157.99,100.86343,99.98933,100.0
AUT,2009,58810.44,101.127884,99.98757,100.0
AUT,2010,59730.55,101.37042,99.98583,100.0
AUT,2011,61272.258,101.711975,99.984116,100.0
AUT,2012,61376.723,102.17643,99.982315,100.0
AUT,2013,60863.055,102.78007,99.98045,100.0
AUT,2014,60845.66,103.58473,99.978584,100.0
AUT,2015,60951.688,104.75081,99.97671,100.0
AUT,2016,61572.71,105.88851,99.974815,100.0
AUT,2017,62535.9,106.626015,99.97291,100.0
AUT,2018,63778.027,107.14558,99.97282,100.0
AZE,2000,5656.9297,98.908455,68.353714,75.56276
AZE,2001,6168.9854,99.84,69.41109,76.47357
AZE,2002,6701.0815,100.73976,70.464516,77.38592
AZE,2003,7329.4062,101.639786,71.51435,78.300415
AZE,2004,7937.8594,102.7208,72.56041,79.21664
AZE,2005,10054.101,104.01994,73.90078,80.13421
AZE,2006,13371.658,105.40085,75.244606,81.05339
AZE,2007,16587.365,106.81564,76.592026,81.97438
AZE,2008,17963.021,108.198875,77.942795,82.896545
AZE,2009,19242.39,109.45355,79.29705,83.82008
AZE,2010,19925.39,110.669716,80.65656,84.74875
AZE,2011,19358.078,111.99221,82.02098,85.68163
AZE,2012,19523.373,113.44439,83.390076,86.6181
AZE,2013,20398.646,114.99597,84.763725,87.55772
AZE,2014,20709.201,116.529175,86.14159,88.49958
AZE,2015,20678.754,118.00192,87.52346,89.44304
AZE,2016,19822.41,119.40029,88.90911,90.3874
AZE,2017,19659.004,120.61113,90.29834,91.33198
AZE,2018,19781.852,121.473465,91.690926,92.27607
BDI,2000,1033.4719,251.95467,45.8832,49.905003
BDI,2001,1028.6185,258.34766,45.976227,50.607635
BDI,2002,1044.4802,265.7375,46.071453,51.313587
BDI,2003,999.6158,274.26627,46.169025,52.022446
BDI,2004,1009.5892,284.68286,46.07445,52.734146
BDI,2005,981.5332,295.45572,45.978077,53.448635
BDI,2006,998.06946,306.29068,45.87975,54.166195
BDI,2007,994.96356,317.83017,45.77938,54.886414
BDI,2008,1001.6175,331.2166,45.67678,55.6099
BDI,2009,988.19635,348.42886,45.571915,56.335583
BDI,2010,991.0389,365.12646,45.464508,57.064716
BDI,2011,994.6912,378.42603,45.35445,57.79689
BDI,2012,1002.27454,392.1742,45.24162,58.531693
BDI,2013,1014.5231,406.5166,45.12575,59.27002
BDI,2014,1022.29156,420.55252,45.006775,60.0108
BDI,2015,995.3191,430.20175,44.88445,60.7546
BDI,2016,1009.636,437.67365,44.758583,61.501316
BDI,2017,1023.9704,448.0827,44.628983,62.250854
BDI,2018,1046.5951,461.81635,44.495438,63.00311
BEL,2000,50455.734,338.56403,99.48463,99.99999
BEL,2001,50835.4,339.72937,99.484795,100.0
BEL,2002,51471.85,341.24753,99.48496,100.0
BEL,2003,51788.844,342.6771,99.48512,100.0
BEL,2004,53406.69,344.1644,99.48529,100.0
BEL,2005,54346.895,346.06616,99.48546,100.0
BEL,2006,55367.62,348.36343,99.48562,100.0
BEL,2007,56983.46,350.9078,99.48578,100.0
BEL,2008,56787.74,353.68927,99.48594,100.0
BEL,2009,55258.707,357.0983,99.48611,100.0
BEL,2010,56240.203,361.18292,99.48612,100.0
BEL,2011,56585.3,364.55167,99.48613,100.0
BEL,2012,56356.824,366.82703,99.486145,100.0
BEL,2013,56263.176,368.56924,99.48615,100.0
BEL,2014,57002.91,370.2151,99.48616,100.0
BEL,2015,57509.023,372.36896,99.48617,100.0
BEL,2016,57901.496,374.26376,99.486176,100.0
BEL,2017,58529.332,375.71277,99.48618,100.0
BEL,2018,59357.69,377.4309,99.48618,100.0
BEN,2000,2536.169,64.04414,8.528124,61.05343
BEN,2001,2591.065,66.030495,8.939752,61.411045
BEN,2002,2630.1807,68.06873,9.373913,61.78269
BEN,2003,2639.0437,70.17625,9.838774,62.17777
BEN,2004,2672.844,72.358086,10.315592,62.569477
BEN,2005,2632.4724,74.726364,10.803953,62.9573
BEN,2006,2652.2185,77.09509,11.303962,63.34142
BEN,2007,2729.1375,79.40735,11.815729,63.722004
BEN,2008,2777.6196,81.84168,12.339007,64.09877
BEN,2009,2758.0725,84.333374,12.87336,64.47128
BEN,2010,2733.574,86.88798,13.419076,64.8399
BEN,2011,2732.0125,89.514244,13.976085,65.20457
BEN,2012,2779.7266,92.210526,14.5443125,65.56525
BEN,2013,2893.0466,94.97012,15.123305,65.92152
BEN,2014,2987.3823,97.81844,15.714331,66.2746
BEN,2015,2952.0022,100.750984,16.316948,66.62402
BEN,2016,2962.6638,103.74109,16.931097,66.9697
BEN,2017,3041.7793,106.773476,17.556713,67.31153
BEN,2018,3155.4512,109.820404,18.193731,67.649414
BES,2000,,44.273293,94.04858,98.62191
BES,2001,,45.1118,94.12365,98.68754
BES,2002,,46.686337,94.19873,98.75316
BES,2003,,48.652172,94.27381,98.81879
BES,2004,,50.714287,94.34889,98.88441
BES,2005,,52.801243,94.42397,98.95003
BES,2006,,54.97205,94.49905,99.015656
BES,2007,,57.1677,94.57413,99.081276
BES,2008,,59.37267,94.64921,99.1469
BES,2009,,61.636646,94.72429,99.212524
BES,2010,,63.92236,94.79936,99.278145
BES,2011,,67.23602,94.87444,99.343765
BES,2012,,70.953415,94.949524,99.40939
BES,2013,,74.021736,95.024605,99.47501
BES,2014,,76.059006,95.099686,99.540634
BES,2015,,76.515526,95.17476,99.60626
BES,2016,,76.29503,95.24984,99.67188
BES,2017,,77.083855,95.32492,99.73751
BES,2018,,78.21118,95.4,99.80313
BFA,2000,1428.574,43.58753,8.841626,55.63909
BFA,2001,1477.2849,44.93785,9.13087,55.832905
BFA,2002,1494.678,46.34833,10.059843,55.61143
BFA,2003,1561.8331,47.816265,11.008088,55.390312
BFA,2004,1581.2562,49.344063,11.975995,55.171288
BFA,2005,1664.9955,50.921516,12.961087,54.95405
BFA,2006,1714.7604,52.5355,13.963679,54.74041
BFA,2007,1731.9304,54.15319,14.918854,54.477512
BFA,2008,1779.3271,55.76792,15.838559,54.17093
BFA,2009,1779.323,57.419834,16.771318,53.860764
BFA,2010,1873.9714,59.124645,17.717348,53.54818
BFA,2011,1939.8666,60.898785,18.676083,53.233723
BFA,2012,2003.6647,62.764194,19.646593,52.917572
BFA,2013,2057.064,64.67621,20.628317,52.600266
BFA,2014,2083.1985,66.62817,21.621008,52.282726
BFA,2015,2101.7026,68.63117,22.623724,51.965134
BFA,2016,2162.7258,70.66833,23.635868,51.648056
BFA,2017,2232.2878,72.7135,24.655891,51.33083
BFA,2018,2316.3943,74.70135,25.683556,51.014366
BGD,2000,2712.935,1033.6045,23.694677,94.556656
BGD,2001,2803.5547,1050.978,25.17677,94.7287
BGD,2002,2866.4346,1067.3247,26.68169,94.905266
BGD,2003,2958.915,1082.9712,28.177296,95.08058
BGD,2004,3071.838,1097.8171,29.663042,95.25455
BGD,2005,3231.6138,1111.7445,31.435835,95.461586
BGD,2006,3407.4272,1124.7291,33.22644,95.666565
BGD,2007,3608.9155,1136.8923,35.033978,95.86936
BGD,2008,3787.9382,1148.3004,36.857586,96.069885
BGD,2009,3942.1362,1159.0514,38.696423,96.26805
BGD,2010,4125.464,1169.2554,40.55009,96.46384
BGD,2011,4352.4263,1179.9268,42.417587,96.657135
BGD,2012,4592.0483,1191.2892,44.29759,96.84777
BGD,2013,4822.726,1202.5208,46.18906,97.03565
BGD,2014,5068.6396,1213.528,48.091854,97.2208
BGD,2015,5352.7114,1224.4233,50.005024,97.403145
BGD,2016,5682.5356,1235.3994,51.9283,97.582695
BGD,2017,6005.707,1245.9564,53.861027,97.75942
BGD,2018,6392.5933,1256.2273,55.80269,97.93332
BGR,2000,12563.888,73.69675,85.82707,99.737724
BGR,2001,13306.56,73.03293,85.83526,99.70793
BGR,2002,14397.061,72.42031,85.84624,99.67888
BGR,2003,15271.547,71.89024,85.85712,99.65042
BGR,2004,16389.027,71.38384,85.86797,99.62257
BGR,2005,17678.107,70.8829,85.87874,99.59528
BGR,2006,19024.623,70.37852,85.889404,99.56859
BGR,2007,20440.338,69.886665,85.90002,99.54246
BGR,2008,21846.045,69.41405,85.91056,99.5169
BGR,2009,21251.305,68.97583,85.921005,99.49189
BGR,2010,21724.377,68.51137,85.931404,99.467445
BGR,2011,22321.125,67.98105,85.9417,99.44354
BGR,2012,22618.904,67.4007,85.952034,99.42022
BGR,2013,22954.492,66.91788,85.962395,99.39748
BGR,2014,23455.58,66.53878,85.972755,99.37531
BGR,2015,24562.75,66.115654,85.983154,99.35374
BGR,2016,25636.852,65.65435,85.993546,99.332726
BGR,2017,26691.87,65.177246,86.003975,99.31231
BGR,2018,27691.01,64.70841,86.01436,99.29245
BHR,2000,57968.996,847.581,99.93939,99.958664
BHR,2001,57280.7,886.0304,99.943405,99.956726
BHR,2002,55096.656,952.1582,99.947426,99.95479
BHR,2003,54431.875,1026.9316,99.95145,99.95285
BHR,2004,54045.094,1103.0962,99.95547,99.95091
BHR,2005,53478.266,1180.5292,99.95949,99.948975
BHR,2006,52691.934,1259.0203,99.96351,99.94704
BHR,2007,52731.793,1338.505,99.96753,99.9451
BHR,2008,52765.39,1418.6304,99.97154,99.94316
BHR,2009,50665.75,1498.248,99.97556,99.94122
BHR,2010,50704.848,1535.757,99.97958,99.939285
BHR,2011,53132.33,1527.5101,99.983604,99.93735
BHR,2012,54516.84,1539.6292,99.987625,99.9354
BHR,2013,55376.402,1591.4,99.991646,99.933464
BHR,2014,55065.82,1661.8444,99.99566,99.931526
BHR,2015,54149.914,1733.7418,99.99968,99.92959
BHR,2016,54107.074,1809.6316,100.0,99.92765
BHR,2017,53859.773,1875.9531,100.0,99.92571
BHR,2018,54893.074,1895.7393,100.0,99.923775
BHS,2000,34597.164,32.35225,92.976715,98.070595
BHS,2001,35072.367,32.75195,92.97884,98.12891
BHS,2002,35610.68,33.12937,92.97925,98.18722
BHS,2003,34740.76,33.528973,92.97794,98.24553
BHS,2004,34617.805,33.945454,92.97492,98.30384
BHS,2005,35365.465,34.356144,92.97018,98.36215
BHS,2006,35789.133,34.803795,92.96372,98.42046
BHS,2007,35797.117,35.299,92.95554,98.478775
BHS,2008,34498.035,35.777523,92.945656,98.53709
BHS,2009,32630.264,36.244354,92.934044,98.59539
BHS,2010,32711.459,36.711487,92.92072,98.6537
BHS,2011,32535.662,37.13666,92.90568,98.71201
BHS,2012,33667.555,37.50989,92.88892,98.770325
BHS,2013,32402.916,37.85784,93.16263,98.828636
BHS,2014,32712.635,38.19301,93.43633,98.88695
BHS,2015,32777.586,38.497,93.710045,98.94526
BHS,2016,32172.336,38.76723,93.710045,98.94526
BHS,2017,33050.035,39.01059,93.710045,98.94526
BHS,2018,33650.215,39.232567,93.710045,98.94526
BIH,2000,7830.534,81.245804,95.078445,97.40482
BIH,2001,7982.552,81.62981,95.08797,97.3195
BIH,2002,8366.727,81.79699,95.098145,97.23201
BIH,2003,8709.993,81.61178,95.10886,97.1423
BIH,2004,9344.869,80.87871,95.12025,97.0504
BIH,2005,9814.511,80.00963,95.135796,96.95627
BIH,2006,10430.455,79.360725,95.151634,96.85992
BIH,2007,11178.728,78.38711,95.16789,96.761345
BIH,2008,11983.77,77.10049,95.184456,96.66055
BIH,2009,11826.699,75.777306,95.201324,96.55753
BIH,2010,12142.912,74.44297,95.21848,96.452286
BIH,2011,12487.701,73.08201,95.236015,96.3448
BIH,2012,12626.979,71.681816,95.25391,96.23507
BIH,2013,13135.772,70.52455,95.27203,96.123116
BIH,2014,13458.908,69.6256,95.290535,96.00892
BIH,2015,14220.149,68.721504,95.312935,96.06944
BIH,2016,14873.703,67.83197,95.33614,96.07241
BIH,2017,15554.724,66.966484,95.36024,96.156906
BIH,2018,16349.067,66.15232,95.38506,96.147835
BLM,2000,,,99.253876,99.460304
BLM,2001,,,99.253876,99.460304
BLM,2002,,,99.253876,99.460304
BLM,2003,,,99.253876,99.460304
BLM,2004,,,99.253876,99.460304
BLM,2005,,,99.30136,99.49853
BLM,2006,,,99.348854,99.53674
BLM,2007,,,99.39634,99.57497
BLM,2008,,,99.44383,99.61319
BLM,2009,,,99.491325,99.651405
BLM,2010,,,99.53881,99.68963
BLM,2011,,,99.5863,99.727844
BLM,2012,,,99.63379,99.76607
BLM,2013,,,99.68128,99.80428
BLM,2014,,,99.72877,99.84251
BLM,2015,,,99.77626,99.88072
BLM,2016,,,99.82375,99.918945
BLM,2017,,,99.87124,99.95716
BLM,2018,,,99.91873,99.995384
BLR,2000,11182.455,49.2304,91.91369,97.85231
BLR,2001,11771.087,48.96806,91.89504,97.84886
BLR,2002,12443.933,48.649673,91.87721,97.84556
BLR,2003,13413.927,48.3034,91.85928,97.84223
BLR,2004,15052.118,47.96792,92.308014,97.92124
BLR,2005,16579.873,47.636528,92.760605,98.00092
BLR,2006,18349.871,47.34191,93.2164,98.08116
BLR,2007,20019.611,47.120644,93.67357,98.16161
BLR,2008,22137.947,46.954212,94.132545,98.24236
BLR,2009,22236.838,46.845695,94.59706,98.3241
BLR,2010,24012.613,46.763992,95.06666,98.40673
BLR,2011,25404.756,46.675232,95.53921,98.489876
BLR,2012,25879.133,46.627617,96.01604,98.573784
BLR,2013,26147.625,46.63441,96.49674,98.65837
BLR,2014,26564.436,46.675064,96.98077,98.74354
BLR,2015,25513.213,46.74693,97.46775,98.82922
BLR,2016,24846.83,46.80496,97.956726,98.91525
BLR,2017,25503.98,46.78883,98.447136,99.00151
BLR,2018,26363.463,46.711166,98.9392,99.088036
BLZ,2000,11363.687,10.557168,83.99508,89.4208
BLZ,2001,11567.026,10.889653,83.99812,89.66722
BLZ,2002,11828.187,11.223981,84.00106,89.91358
BLZ,2003,12589.268,11.56484,84.003876,90.15989
BLZ,2004,12807.166,11.911223,84.00659,90.406136
BLZ,2005,12714.97,12.264226,83.999695,90.65232
BLZ,2006,12912.53,12.621175,83.99332,90.89845
BLZ,2007,12973.207,12.981894,83.987465,91.14454
BLZ,2008,12415.681,13.343841,83.982124,91.39055
BLZ,2009,12033.91,13.705349,83.9773,91.63651
BLZ,2010,11913.664,14.040158,83.973,91.880165
BLZ,2011,11641.771,14.349233,83.9709,92.12488
BLZ,2012,11843.415,14.661158,83.97147,92.37076
BLZ,2013,12064.797,14.977422,83.97513,92.61788
BLZ,2014,12272.296,15.297414,83.982124,92.86621
BLZ,2015,12348.795,15.622139,83.99296,93.115875
BLZ,2016,12063.06,15.9893465,84.00803,93.36693
BLZ,2017,11572.301,16.361902,84.0276,93.61935
BLZ,2018,11451.897,16.66953,84.052025,93.87317
BMU,2000,98019.93,1140.1666,99.97914,100.0
BMU,2001,104560.836,1146.0555,99.97706,100.0
BMU,2002,102559.766,1151.1666,99.974976,100.0
BMU,2003,105642.98,1155.6482,99.97289,100.0
BMU,2004,107803.2,1158.8148,99.97081,100.0
BMU,2005,109335.38,1161.6666,99.96873,100.0
BMU,2006,115170.9,1163.9814,99.966644,100.0
BMU,2007,118691.07,1167.2222,99.96456,100.0
BMU,2008,115942.73,1172.5741,99.96248,100.0
BMU,2009,108962.82,1177.537,99.960396,100.0
BMU,2010,105968.875,1180.5186,99.95831,100.0
BMU,2011,101989.93,1180.6111,99.95623,100.0
BMU,2012,96711.07,1178.9814,99.95415,100.0
