iso3,country_name,year,pathogen,antibiotic,resistance_rate
DEU,Germany,2008,Klebsiella pneumoniae,Fluoroquinolones,15.31914893
DEU,Germany,2008,Klebsiella pneumoniae,Third-generation cephalosporins,11.4893617
DEU,Germany,2008,Pseudomonas aeruginosa,Carbapenems,10.77844311
DEU,Germany,2008,Staphylococcus aureus,Meticillin (MRSA),19.37557392
DEU,Germany,2009,Enterococcus faecium,Aminopenicillins,94.01197604
DEU,Germany,2009,Escherichia coli,Carbapenems,0.0
DEU,Germany,2009,Escherichia coli,Fluoroquinolones,23.40272792
DEU,Germany,2009,Escherichia coli,Third-generation cephalosporins,8.15512866
DEU,Germany,2009,Klebsiella pneumoniae,Carbapenems,0.0
DEU,Germany,2009,Klebsiella pneumoniae,Fluoroquinolones,14.82254697
DEU,Germany,2009,Klebsiella pneumoniae,Third-generation cephalosporins,13.16348195
DEU,Germany,2009,Pseudomonas aeruginosa,Carbapenems,10.60070671
DEU,Germany,2009,Staphylococcus aureus,Meticillin (MRSA),18.35543766
DEU,Germany,2010,Enterococcus faecium,Aminopenicillins,94.31818181
DEU,Germany,2010,Escherichia coli,Carbapenems,0.03411804
DEU,Germany,2010,Escherichia coli,Fluoroquinolones,24.75969506
DEU,Germany,2010,Escherichia coli,Third-generation cephalosporins,8.35820895
DEU,Germany,2010,Klebsiella pneumoniae,Carbapenems,0.0
DEU,Germany,2010,Klebsiella pneumoniae,Fluoroquinolones,14.85355648
DEU,Germany,2010,Klebsiella pneumoniae,Third-generation cephalosporins,12.76150627
DEU,Germany,2010,Pseudomonas aeruginosa,Carbapenems,12.54019292
DEU,Germany,2010,Staphylococcus aureus,Meticillin (MRSA),20.95959595
DEU,Germany,2011,Enterococcus faecium,Aminopenicillins,95.89552238
DEU,Germany,2011,Escherichia coli,Carbapenems,0.02783189
DEU,Germany,2011,Escherichia coli,Fluoroquinolones,23.73487348
DEU,Germany,2011,Escherichia coli,Third-generation cephalosporins,7.96265788
DEU,Germany,2011,Klebsiella pneumoniae,Carbapenems,0.0
DEU,Germany,2011,Klebsiella pneumoniae,Fluoroquinolones,14.06551059
DEU,Germany,2011,Klebsiella pneumoniae,Third-generation cephalosporins,12.52408477
DEU,Germany,2011,Pseudomonas aeruginosa,Carbapenems,9.84455958
DEU,Germany,2011,Staphylococcus aureus,Meticillin (MRSA),16.1641541
DEU,Germany,2012,Acinetobacter spp.,Carbapenems,6.61157024
DEU,Germany,2012,Enterococcus faecium,Aminopenicillins,93.16770186
DEU,Germany,2012,Escherichia coli,Carbapenems,0.02390057
DEU,Germany,2012,Escherichia coli,Fluoroquinolones,21.10792741
DEU,Germany,2012,Escherichia coli,Third-generation cephalosporins,8.83898709
DEU,Germany,2012,Klebsiella pneumoniae,Carbapenems,0.0
DEU,Germany,2012,Klebsiella pneumoniae,Fluoroquinolones,13.72549019
DEU,Germany,2012,Klebsiella pneumoniae,Third-generation cephalosporins,12.95180722
DEU,Germany,2012,Pseudomonas aeruginosa,Carbapenems,10.7305936
DEU,Germany,2012,Staphylococcus aureus,Meticillin (MRSA),15.37261022
DEU,Germany,2013,Acinetobacter spp.,Carbapenems,8.88888888
DEU,Germany,2013,Enterococcus faecium,Aminopenicillins,93.30199764
DEU,Germany,2013,Escherichia coli,Carbapenems,0.09375585
DEU,Germany,2013,Escherichia coli,Fluoroquinolones,22.07326283
DEU,Germany,2013,Escherichia coli,Third-generation cephalosporins,10.74039362
DEU,Germany,2013,Klebsiella pneumoniae,Carbapenems,0.65530799
DEU,Germany,2013,Klebsiella pneumoniae,Fluoroquinolones,15.07936507
DEU,Germany,2013,Klebsiella pneumoniae,Third-generation cephalosporins,16.05744125
DEU,Germany,2013,Pseudomonas aeruginosa,Carbapenems,15.39682539
DEU,Germany,2013,Staphylococcus aureus,Meticillin (MRSA),13.23529411
DEU,Germany,2014,Acinetobacter spp.,Carbapenems,5.47263681
DEU,Germany,2014,Enterococcus faecium,Aminopenicillins,92.14975845
DEU,Germany,2014,Escherichia coli,Carbapenems,0.06403073
DEU,Germany,2014,Escherichia coli,Fluoroquinolones,20.59062145
DEU,Germany,2014,Escherichia coli,Third-generation cephalosporins,10.53474223
DEU,Germany,2014,Klebsiella pneumoniae,Carbapenems,0.69582504
DEU,Germany,2014,Klebsiella pneumoniae,Fluoroquinolones,12.65306122
DEU,Germany,2014,Klebsiella pneumoniae,Third-generation cephalosporins,12.72365805
DEU,Germany,2014,Pseudomonas aeruginosa,Carbapenems,16.97819314
DEU,Germany,2014,Staphylococcus aureus,Meticillin (MRSA),12.90527654
DEU,Germany,2015,Acinetobacter spp.,Carbapenems,6.52818991
DEU,Germany,2015,Enterococcus faecium,Aminopenicillins,92.92333614
DEU,Germany,2015,Escherichia coli,Carbapenems,0.03321523
DEU,Germany,2015,Escherichia coli,Fluoroquinolones,19.38130613
DEU,Germany,2015,Escherichia coli,Third-generation cephalosporins,10.29786291
DEU,Germany,2015,Klebsiella pneumoniae,Carbapenems,0.12634238
DEU,Germany,2015,Klebsiella pneumoniae,Fluoroquinolones,9.55696202
DEU,Germany,2015,Klebsiella pneumoniae,Third-generation cephalosporins,10.24667931
DEU,Germany,2015,Pseudomonas aeruginosa,Carbapenems,14.72708547
DEU,Germany,2015,Staphylococcus aureus,Meticillin (MRSA),11.53386454
DEU,Germany,2016,Acinetobacter spp.,Carbapenems,4.86725663
DEU,Germany,2016,Enterococcus faecium,Aminopenicillins,92.75442477
DEU,Germany,2016,Escherichia coli,Carbapenems,0.0058153
DEU,Germany,2016,Escherichia coli,Fluoroquinolones,19.44638287
DEU,Germany,2016,Escherichia coli,Third-generation cephalosporins,11.09947643
DEU,Germany,2016,Klebsiella pneumoniae,Carbapenems,0.48891786
DEU,Germany,2016,Klebsiella pneumoniae,Fluoroquinolones,12.64667535
DEU,Germany,2016,Klebsiella pneumoniae,Third-generation cephalosporins,13.62451108
DEU,Germany,2016,Pseudomonas aeruginosa,Carbapenems,14.48663853
DEU,Germany,2016,Staphylococcus aureus,Meticillin (MRSA),10.16622744
DEU,Germany,2017,Acinetobacter spp.,Carbapenems,4.07407407
DEU,Germany,2017,Enterococcus faecium,Aminopenicillins,90.63899063
DEU,Germany,2017,Escherichia coli,Carbapenems,0.01307759
DEU,Germany,2017,Escherichia coli,Fluoroquinolones,20.74978204
DEU,Germany,2017,Escherichia coli,Third-generation cephalosporins,12.28139037
DEU,Germany,2017,Klebsiella pneumoniae,Carbapenems,0.46668395
DEU,Germany,2017,Klebsiella pneumoniae,Fluoroquinolones,15.32278973
DEU,Germany,2017,Klebsiella pneumoniae,Third-generation cephalosporins,14.60819927
DEU,Germany,2017,Pseudomonas aeruginosa,Carbapenems,12.57928118
DEU,Germany,2017,Staphylococcus aureus,Meticillin (MRSA),9.07221206
DEU,Germany,2018,Acinetobacter spp.,Carbapenems,4.36432637
DEU,Germany,2018,Enterococcus faecium,Aminopenicillins,91.95197865
DEU,Germany,2018,Escherichia coli,Carbapenems,0.01821742
DEU,Germany,2018,Escherichia coli,Fluoroquinolones,19.828764
DEU,Germany,2018,Escherichia coli,Third-generation cephalosporins,12.19700759
DEU,Germany,2018,Klebsiella pneumoniae,Carbapenems,0.42842741
DEU,Germany,2018,Klebsiella pneumoniae,Fluoroquinolones,13.35012594
DEU,Germany,2018,Klebsiella pneumoniae,Third-generation cephalosporins,12.93732695
DEU,Germany,2018,Pseudomonas aeruginosa,Carbapenems,12.0670391
DEU,Germany,2018,Staphylococcus aureus,Meticillin (MRSA),7.65229065
DNK,Denmark,2000,Staphylococcus aureus,Meticillin (MRSA),0.19960079
DNK,Denmark,2001,Staphylococcus aureus,Meticillin (MRSA),0.76923076
DNK,Denmark,2002,Staphylococcus aureus,Meticillin (MRSA),0.93085106
DNK,Denmark,2003,Staphylococcus aureus,Meticillin (MRSA),0.59612518
DNK,Denmark,2004,Staphylococcus aureus,Meticillin (MRSA),1.25348189
DNK,Denmark,2005,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2005,Escherichia coli,Fluoroquinolones,4.74934036
DNK,Denmark,2005,Escherichia coli,Third-generation cephalosporins,1.14942528
DNK,Denmark,2005,Staphylococcus aureus,Meticillin (MRSA),1.55555555
DNK,Denmark,2006,Enterococcus faecium,Aminopenicillins,84.8275862
DNK,Denmark,2006,Escherichia coli,Carbapenems,0.6060606
DNK,Denmark,2006,Escherichia coli,Fluoroquinolones,6.62447257
DNK,Denmark,2006,Escherichia coli,Third-generation cephalosporins,2.44698205
DNK,Denmark,2006,Klebsiella pneumoniae,Carbapenems,0.0
DNK,Denmark,2006,Klebsiella pneumoniae,Fluoroquinolones,6.07210626
DNK,Denmark,2006,Klebsiella pneumoniae,Third-generation cephalosporins,3.72093023
DNK,Denmark,2006,Staphylococcus aureus,Meticillin (MRSA),1.72009382
DNK,Denmark,2007,Enterococcus faecium,Aminopenicillins,86.38888888
DNK,Denmark,2007,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2007,Escherichia coli,Fluoroquinolones,9.29737402
DNK,Denmark,2007,Escherichia coli,Third-generation cephalosporins,3.24601366
DNK,Denmark,2007,Klebsiella pneumoniae,Carbapenems,0.0
DNK,Denmark,2007,Klebsiella pneumoniae,Fluoroquinolones,13.3697135
DNK,Denmark,2007,Klebsiella pneumoniae,Third-generation cephalosporins,10.36585365
DNK,Denmark,2007,Pseudomonas aeruginosa,Carbapenems,2.26537216
DNK,Denmark,2007,Staphylococcus aureus,Meticillin (MRSA),0.8365019
DNK,Denmark,2008,Enterococcus faecium,Aminopenicillins,87.62376237
DNK,Denmark,2008,Escherichia coli,Carbapenems,0.05151983
DNK,Denmark,2008,Escherichia coli,Fluoroquinolones,10.17229953
DNK,Denmark,2008,Escherichia coli,Third-generation cephalosporins,4.05785456
DNK,Denmark,2008,Klebsiella pneumoniae,Carbapenems,0.19120458
DNK,Denmark,2008,Klebsiella pneumoniae,Fluoroquinolones,15.96752368
DNK,Denmark,2008,Klebsiella pneumoniae,Third-generation cephalosporins,9.19354838
DNK,Denmark,2008,Pseudomonas aeruginosa,Carbapenems,1.17647058
DNK,Denmark,2008,Staphylococcus aureus,Meticillin (MRSA),2.54826254
DNK,Denmark,2009,Enterococcus faecium,Aminopenicillins,86.91358024
DNK,Denmark,2009,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2009,Escherichia coli,Fluoroquinolones,13.1826189
DNK,Denmark,2009,Escherichia coli,Third-generation cephalosporins,6.17375231
DNK,Denmark,2009,Klebsiella pneumoniae,Carbapenems,0.0
DNK,Denmark,2009,Klebsiella pneumoniae,Fluoroquinolones,16.18204804
DNK,Denmark,2009,Klebsiella pneumoniae,Third-generation cephalosporins,11.23595505
DNK,Denmark,2009,Pseudomonas aeruginosa,Carbapenems,2.88184438
DNK,Denmark,2009,Staphylococcus aureus,Meticillin (MRSA),2.07885304
DNK,Denmark,2010,Enterococcus faecium,Aminopenicillins,92.10526315
DNK,Denmark,2010,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2010,Escherichia coli,Fluoroquinolones,13.73973468
DNK,Denmark,2010,Escherichia coli,Third-generation cephalosporins,7.59966777
DNK,Denmark,2010,Klebsiella pneumoniae,Carbapenems,0.0
DNK,Denmark,2010,Klebsiella pneumoniae,Fluoroquinolones,11.29271916
DNK,Denmark,2010,Klebsiella pneumoniae,Third-generation cephalosporins,10.55456171
DNK,Denmark,2010,Pseudomonas aeruginosa,Carbapenems,3.08988764
DNK,Denmark,2010,Staphylococcus aureus,Meticillin (MRSA),1.3215859
DNK,Denmark,2011,Enterococcus faecium,Aminopenicillins,93.11663479
DNK,Denmark,2011,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2011,Escherichia coli,Fluoroquinolones,14.06642478
DNK,Denmark,2011,Escherichia coli,Third-generation cephalosporins,8.49131121
DNK,Denmark,2011,Klebsiella pneumoniae,Carbapenems,0.0
DNK,Denmark,2011,Klebsiella pneumoniae,Fluoroquinolones,11.59909909
DNK,Denmark,2011,Klebsiella pneumoniae,Third-generation cephalosporins,11.14599686
DNK,Denmark,2011,Pseudomonas aeruginosa,Carbapenems,5.45905707
DNK,Denmark,2011,Staphylococcus aureus,Meticillin (MRSA),1.30853994
DNK,Denmark,2012,Acinetobacter spp.,Carbapenems,9.375
DNK,Denmark,2012,Enterococcus faecium,Aminopenicillins,93.58372456
DNK,Denmark,2012,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2012,Escherichia coli,Fluoroquinolones,14.12184552
DNK,Denmark,2012,Escherichia coli,Third-generation cephalosporins,7.860262
DNK,Denmark,2012,Klebsiella pneumoniae,Carbapenems,0.29411764
DNK,Denmark,2012,Klebsiella pneumoniae,Fluoroquinolones,8.82040382
DNK,Denmark,2012,Klebsiella pneumoniae,Third-generation cephalosporins,10.46698872
DNK,Denmark,2012,Pseudomonas aeruginosa,Carbapenems,3.66197183
DNK,Denmark,2012,Staphylococcus aureus,Meticillin (MRSA),1.32774283
DNK,Denmark,2013,Acinetobacter spp.,Carbapenems,1.63934426
DNK,Denmark,2013,Enterococcus faecium,Aminopenicillins,92.59259259
DNK,Denmark,2013,Escherichia coli,Carbapenems,0.03531073
DNK,Denmark,2013,Escherichia coli,Fluoroquinolones,12.44007065
DNK,Denmark,2013,Escherichia coli,Third-generation cephalosporins,8.07833537
DNK,Denmark,2013,Klebsiella pneumoniae,Carbapenems,0.15503875
DNK,Denmark,2013,Klebsiella pneumoniae,Fluoroquinolones,8.92448512
DNK,Denmark,2013,Klebsiella pneumoniae,Third-generation cephalosporins,11.53119092
DNK,Denmark,2013,Pseudomonas aeruginosa,Carbapenems,2.92682926
DNK,Denmark,2013,Staphylococcus aureus,Meticillin (MRSA),1.72106824
DNK,Denmark,2014,Acinetobacter spp.,Carbapenems,1.61290322
DNK,Denmark,2014,Enterococcus faecium,Aminopenicillins,93.69747899
DNK,Denmark,2014,Escherichia coli,Carbapenems,0.02534211
DNK,Denmark,2014,Escherichia coli,Fluoroquinolones,12.25217197
DNK,Denmark,2014,Escherichia coli,Third-generation cephalosporins,7.00680272
DNK,Denmark,2014,Klebsiella pneumoniae,Carbapenems,0.24096385
DNK,Denmark,2014,Klebsiella pneumoniae,Fluoroquinolones,6.89289501
DNK,Denmark,2014,Klebsiella pneumoniae,Third-generation cephalosporins,7.56756756
DNK,Denmark,2014,Pseudomonas aeruginosa,Carbapenems,4.66321243
DNK,Denmark,2014,Staphylococcus aureus,Meticillin (MRSA),2.45464247
DNK,Denmark,2015,Acinetobacter spp.,Carbapenems,4.61538461
DNK,Denmark,2015,Enterococcus faecium,Aminopenicillins,95.15625
DNK,Denmark,2015,Escherichia coli,Carbapenems,0.02471576
DNK,Denmark,2015,Escherichia coli,Fluoroquinolones,11.90371991
DNK,Denmark,2015,Escherichia coli,Third-generation cephalosporins,7.4764306
DNK,Denmark,2015,Klebsiella pneumoniae,Carbapenems,0.0
DNK,Denmark,2015,Klebsiella pneumoniae,Fluoroquinolones,5.34759358
DNK,Denmark,2015,Klebsiella pneumoniae,Third-generation cephalosporins,7.7502691
DNK,Denmark,2015,Pseudomonas aeruginosa,Carbapenems,4.57665903
DNK,Denmark,2015,Staphylococcus aureus,Meticillin (MRSA),1.54584221
DNK,Denmark,2016,Acinetobacter spp.,Carbapenems,0.0
DNK,Denmark,2016,Enterococcus faecium,Aminopenicillins,91.57894736
DNK,Denmark,2016,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2016,Escherichia coli,Fluoroquinolones,11.0420551
DNK,Denmark,2016,Escherichia coli,Third-generation cephalosporins,6.56793303
DNK,Denmark,2016,Klebsiella pneumoniae,Carbapenems,0.26809651
DNK,Denmark,2016,Klebsiella pneumoniae,Fluoroquinolones,5.29513888
DNK,Denmark,2016,Klebsiella pneumoniae,Third-generation cephalosporins,7.51341681
DNK,Denmark,2016,Pseudomonas aeruginosa,Carbapenems,2.40174672
DNK,Denmark,2016,Staphylococcus aureus,Meticillin (MRSA),1.98675496
DNK,Denmark,2017,Acinetobacter spp.,Carbapenems,0.0
DNK,Denmark,2017,Enterococcus faecium,Aminopenicillins,93.73368146
DNK,Denmark,2017,Escherichia coli,Carbapenems,0.0195427
DNK,Denmark,2017,Escherichia coli,Fluoroquinolones,12.78547725
DNK,Denmark,2017,Escherichia coli,Third-generation cephalosporins,6.90149498
DNK,Denmark,2017,Klebsiella pneumoniae,Carbapenems,0.25316455
DNK,Denmark,2017,Klebsiella pneumoniae,Fluoroquinolones,9.1293322
DNK,Denmark,2017,Klebsiella pneumoniae,Third-generation cephalosporins,7.28888888
DNK,Denmark,2017,Pseudomonas aeruginosa,Carbapenems,2.47933884
DNK,Denmark,2017,Staphylococcus aureus,Meticillin (MRSA),2.50501002
DNK,Denmark,2018,Acinetobacter spp.,Carbapenems,6.38297872
DNK,Denmark,2018,Enterococcus faecium,Aminopenicillins,94.6084724
DNK,Denmark,2018,Escherichia coli,Carbapenems,0.0
DNK,Denmark,2018,Escherichia coli,Fluoroquinolones,13.25659116
DNK,Denmark,2018,Escherichia coli,Third-generation cephalosporins,7.65570039
DNK,Denmark,2018,Klebsiella pneumoniae,Carbapenems,0.54102795
DNK,Denmark,2018,Klebsiella pneumoniae,Fluoroquinolones,8.52228303
DNK,Denmark,2018,Klebsiella pneumoniae,Third-generation cephalosporins,6.47109577
DNK,Denmark,2018,Pseudomonas aeruginosa,Carbapenems,5.21327014
DNK,Denmark,2018,Staphylococcus aureus,Meticillin (MRSA),1.65061898
ESP,Spain,2000,Staphylococcus aureus,Meticillin (MRSA),29.40490081
ESP,Spain,2001,Enterococcus faecium,Aminopenicillins,49.2063492
ESP,Spain,2001,Escherichia coli,Carbapenems,0.09487666
ESP,Spain,2001,Escherichia coli,Fluoroquinolones,17.25181598
ESP,Spain,2001,Escherichia coli,Third-generation cephalosporins,0.61898211
ESP,Spain,2001,Staphylococcus aureus,Meticillin (MRSA),24.44678609
ESP,Spain,2002,Enterococcus faecium,Aminopenicillins,58.76288659
ESP,Spain,2002,Escherichia coli,Carbapenems,0.0
ESP,Spain,2002,Escherichia coli,Fluoroquinolones,19.28974979
ESP,Spain,2002,Escherichia coli,Third-generation cephalosporins,1.57575757
ESP,Spain,2002,Staphylococcus aureus,Meticillin (MRSA),23.32775919
ESP,Spain,2003,Enterococcus faecium,Aminopenicillins,63.86554621
ESP,Spain,2003,Escherichia coli,Carbapenems,0.0
ESP,Spain,2003,Escherichia coli,Fluoroquinolones,20.9928003
ESP,Spain,2003,Escherichia coli,Third-generation cephalosporins,4.22641509
ESP,Spain,2003,Staphylococcus aureus,Meticillin (MRSA),24.01150251
ESP,Spain,2004,Enterococcus faecium,Aminopenicillins,66.40625
ESP,Spain,2004,Escherichia coli,Carbapenems,0.0
ESP,Spain,2004,Escherichia coli,Fluoroquinolones,25.38949798
ESP,Spain,2004,Escherichia coli,Third-generation cephalosporins,6.5317919
ESP,Spain,2004,Staphylococcus aureus,Meticillin (MRSA),26.27785058
ESP,Spain,2005,Enterococcus faecium,Aminopenicillins,67.37588652
ESP,Spain,2005,Escherichia coli,Carbapenems,0.03624501
ESP,Spain,2005,Escherichia coli,Fluoroquinolones,28.16572001
ESP,Spain,2005,Escherichia coli,Third-generation cephalosporins,7.7410744
ESP,Spain,2005,Klebsiella pneumoniae,Carbapenems,0.0
ESP,Spain,2005,Klebsiella pneumoniae,Fluoroquinolones,10.71428571
ESP,Spain,2005,Klebsiella pneumoniae,Third-generation cephalosporins,7.14285714
ESP,Spain,2005,Pseudomonas aeruginosa,Carbapenems,17.14285714
ESP,Spain,2005,Staphylococcus aureus,Meticillin (MRSA),27.07554225
ESP,Spain,2006,Enterococcus faecium,Aminopenicillins,73.14285714
ESP,Spain,2006,Escherichia coli,Carbapenems,0.03229974
ESP,Spain,2006,Escherichia coli,Fluoroquinolones,28.00595238
ESP,Spain,2006,Escherichia coli,Third-generation cephalosporins,7.13860797
ESP,Spain,2006,Klebsiella pneumoniae,Carbapenems,0.0
ESP,Spain,2006,Klebsiella pneumoniae,Fluoroquinolones,8.34813499
ESP,Spain,2006,Klebsiella pneumoniae,Third-generation cephalosporins,9.43060498
ESP,Spain,2006,Pseudomonas aeruginosa,Carbapenems,11.56812339
ESP,Spain,2006,Staphylococcus aureus,Meticillin (MRSA),25.21915037
ESP,Spain,2007,Enterococcus faecium,Aminopenicillins,78.89908256
ESP,Spain,2007,Escherichia coli,Carbapenems,0.0
ESP,Spain,2007,Escherichia coli,Fluoroquinolones,30.4454769
ESP,Spain,2007,Escherichia coli,Third-generation cephalosporins,7.44884038
ESP,Spain,2007,Klebsiella pneumoniae,Carbapenems,0.0
ESP,Spain,2007,Klebsiella pneumoniae,Fluoroquinolones,16.69367909
ESP,Spain,2007,Klebsiella pneumoniae,Third-generation cephalosporins,9.62479608
ESP,Spain,2007,Pseudomonas aeruginosa,Carbapenems,15.19274376
ESP,Spain,2007,Staphylococcus aureus,Meticillin (MRSA),25.45676004
ESP,Spain,2008,Enterococcus faecium,Aminopenicillins,78.89273356
ESP,Spain,2008,Escherichia coli,Carbapenems,0.0
ESP,Spain,2008,Escherichia coli,Fluoroquinolones,32.52077562
ESP,Spain,2008,Escherichia coli,Third-generation cephalosporins,9.01820187
ESP,Spain,2008,Klebsiella pneumoniae,Carbapenems,0.0
ESP,Spain,2008,Klebsiella pneumoniae,Fluoroquinolones,14.86697965
ESP,Spain,2008,Klebsiella pneumoniae,Third-generation cephalosporins,11.89358372
ESP,Spain,2008,Pseudomonas aeruginosa,Carbapenems,13.16270566
ESP,Spain,2008,Staphylococcus aureus,Meticillin (MRSA),26.69322709
ESP,Spain,2009,Enterococcus faecium,Aminopenicillins,83.33333333
ESP,Spain,2009,Escherichia coli,Carbapenems,0.0
ESP,Spain,2009,Escherichia coli,Fluoroquinolones,31.49606299
ESP,Spain,2009,Escherichia coli,Third-generation cephalosporins,11.30594085
ESP,Spain,2009,Klebsiella pneumoniae,Carbapenems,0.17391304
ESP,Spain,2009,Klebsiella pneumoniae,Fluoroquinolones,15.78947368
ESP,Spain,2009,Klebsiella pneumoniae,Third-generation cephalosporins,11.14649681
ESP,Spain,2009,Pseudomonas aeruginosa,Carbapenems,16.11111111
ESP,Spain,2009,Staphylococcus aureus,Meticillin (MRSA),25.94752186
ESP,Spain,2010,Enterococcus faecium,Aminopenicillins,83.22717622
ESP,Spain,2010,Escherichia coli,Carbapenems,0.01755617
ESP,Spain,2010,Escherichia coli,Fluoroquinolones,32.75983146
ESP,Spain,2010,Escherichia coli,Third-generation cephalosporins,12.11376404
ESP,Spain,2010,Klebsiella pneumoniae,Carbapenems,0.0
ESP,Spain,2010,Klebsiella pneumoniae,Fluoroquinolones,13.60895779
ESP,Spain,2010,Klebsiella pneumoniae,Third-generation cephalosporins,10.24978466
ESP,Spain,2010,Pseudomonas aeruginosa,Carbapenems,17.75700934
ESP,Spain,2010,Staphylococcus aureus,Meticillin (MRSA),25.32729103
ESP,Spain,2011,Enterococcus faecium,Aminopenicillins,82.41758241
ESP,Spain,2011,Escherichia coli,Carbapenems,0.01787949
ESP,Spain,2011,Escherichia coli,Fluoroquinolones,34.48275862
ESP,Spain,2011,Escherichia coli,Third-generation cephalosporins,11.98214285
ESP,Spain,2011,Klebsiella pneumoniae,Carbapenems,0.34965034
ESP,Spain,2011,Klebsiella pneumoniae,Fluoroquinolones,17.03056768
ESP,Spain,2011,Klebsiella pneumoniae,Third-generation cephalosporins,13.36244541
ESP,Spain,2011,Pseudomonas aeruginosa,Carbapenems,16.32896305
ESP,Spain,2011,Staphylococcus aureus,Meticillin (MRSA),22.46153846
ESP,Spain,2012,Enterococcus faecium,Aminopenicillins,87.054409
ESP,Spain,2012,Escherichia coli,Carbapenems,0.05291005
ESP,Spain,2012,Escherichia coli,Fluoroquinolones,33.85214007
ESP,Spain,2012,Escherichia coli,Third-generation cephalosporins,13.50493653
ESP,Spain,2012,Klebsiella pneumoniae,Carbapenems,0.78125
ESP,Spain,2012,Klebsiella pneumoniae,Fluoroquinolones,16.52173913
ESP,Spain,2012,Klebsiella pneumoniae,Third-generation cephalosporins,16.73894189
ESP,Spain,2012,Pseudomonas aeruginosa,Carbapenems,16.41266119
ESP,Spain,2012,Staphylococcus aureus,Meticillin (MRSA),24.2759347
ESP,Spain,2013,Acinetobacter spp.,Carbapenems,75.78947368
ESP,Spain,2013,Enterococcus faecium,Aminopenicillins,85.13761467
ESP,Spain,2013,Escherichia coli,Carbapenems,0.74311771
ESP,Spain,2013,Escherichia coli,Fluoroquinolones,34.89706378
ESP,Spain,2013,Escherichia coli,Third-generation cephalosporins,13.30074173
ESP,Spain,2013,Klebsiella pneumoniae,Carbapenems,1.61160354
ESP,Spain,2013,Klebsiella pneumoniae,Fluoroquinolones,21.83722804
ESP,Spain,2013,Klebsiella pneumoniae,Third-generation cephalosporins,19.8227236
ESP,Spain,2013,Pseudomonas aeruginosa,Carbapenems,17.57575757
ESP,Spain,2013,Staphylococcus aureus,Meticillin (MRSA),22.56612267
ESP,Spain,2014,Acinetobacter spp.,Carbapenems,65.38461538
ESP,Spain,2014,Enterococcus faecium,Aminopenicillins,82.81535648
ESP,Spain,2014,Escherichia coli,Carbapenems,0.05157297
ESP,Spain,2014,Escherichia coli,Fluoroquinolones,34.0323135
ESP,Spain,2014,Escherichia coli,Third-generation cephalosporins,12.3346504
ESP,Spain,2014,Klebsiella pneumoniae,Carbapenems,2.2906793
ESP,Spain,2014,Klebsiella pneumoniae,Fluoroquinolones,18.6413902
ESP,Spain,2014,Klebsiella pneumoniae,Third-generation cephalosporins,18.02371541
ESP,Spain,2014,Pseudomonas aeruginosa,Carbapenems,18.46330275
ESP,Spain,2014,Staphylococcus aureus,Meticillin (MRSA),21.66666666
ESP,Spain,2015,Acinetobacter spp.,Carbapenems,53.68421052
ESP,Spain,2015,Enterococcus faecium,Aminopenicillins,86.57243816
ESP,Spain,2015,Escherichia coli,Carbapenems,0.01562744
ESP,Spain,2015,Escherichia coli,Fluoroquinolones,31.55459592
ESP,Spain,2015,Escherichia coli,Third-generation cephalosporins,11.62103298
ESP,Spain,2015,Klebsiella pneumoniae,Carbapenems,2.15778826
ESP,Spain,2015,Klebsiella pneumoniae,Fluoroquinolones,21.55172413
ESP,Spain,2015,Klebsiella pneumoniae,Third-generation cephalosporins,20.32193158
ESP,Spain,2015,Pseudomonas aeruginosa,Carbapenems,22.70642201
ESP,Spain,2015,Staphylococcus aureus,Meticillin (MRSA),25.2920264
ESP,Spain,2016,Acinetobacter spp.,Carbapenems,62.26415094
ESP,Spain,2016,Enterococcus faecium,Aminopenicillins,87.52
ESP,Spain,2016,Escherichia coli,Carbapenems,0.05887547
ESP,Spain,2016,Escherichia coli,Fluoroquinolones,32.82330439
ESP,Spain,2016,Escherichia coli,Third-generation cephalosporins,14.97058823
ESP,Spain,2016,Klebsiella pneumoniae,Carbapenems,2.08706022
ESP,Spain,2016,Klebsiella pneumoniae,Fluoroquinolones,22.73269689
ESP,Spain,2016,Klebsiella pneumoniae,Third-generation cephalosporins,22.36135957
ESP,Spain,2016,Pseudomonas aeruginosa,Carbapenems,21.3776722
ESP,Spain,2016,Staphylococcus aureus,Meticillin (MRSA),25.80976863
ESP,Spain,2017,Acinetobacter spp.,Carbapenems,66.30434782
ESP,Spain,2017,Enterococcus faecium,Aminopenicillins,83.21678321
ESP,Spain,2017,Escherichia coli,Carbapenems,0.01659475
ESP,Spain,2017,Escherichia coli,Fluoroquinolones,32.50302715
ESP,Spain,2017,Escherichia coli,Third-generation cephalosporins,12.80902604
ESP,Spain,2017,Klebsiella pneumoniae,Carbapenems,2.78145695
ESP,Spain,2017,Klebsiella pneumoniae,Fluoroquinolones,22.54374158
ESP,Spain,2017,Klebsiella pneumoniae,Third-generation cephalosporins,21.28222075
