"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","BE","Belgium",3.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","BG","Bulgaria",3.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","CZ","Czechia",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","DE","Germany",8.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","DK","Denmark",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","EE","Estonia",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","EL","Greece",6.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","ES","Spain",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","FI","Finland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","FR","France",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","HR","Croatia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","HU","Hungary",11.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","IE","Ireland",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","IT","Italy",6.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","LT","Lithuania",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","MT","Malta",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","NL","Netherlands",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","NO","Norway",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","PL","Poland",13.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","PT","Portugal",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","RO","Romania",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","SK","Slovakia",9.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2017","UK","United Kingdom",11.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","AT","Austria",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","BE","Belgium",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","BG","Bulgaria",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","CY","Cyprus",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","CZ","Czechia",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","DE","Germany",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","DK","Denmark",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","EL","Greece",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","ES","Spain",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","FI","Finland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","FR","France",1.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","HR","Croatia",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","HU","Hungary",12.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","IE","Ireland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","IT","Italy",10.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","MT","Malta",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","NL","Netherlands",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","NO","Norway",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","PL","Poland",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","PT","Portugal",2.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","RO","Romania",5.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","SE","Sweden",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","SI","Slovenia",0.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","SK","Slovakia",9.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2018","UK","United Kingdom",4.000000000,""
"Antimicrobial resistance","Acinetobacter spp.|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2019","AT","Austria",1.000000000,""
