"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","MT","Malta",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","NL","Netherlands",11.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","NO","Norway",5.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","PL","Poland",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","PT","Portugal",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","RO","Romania",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","SE","Sweden",6.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","SI","Slovenia",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2007","UK","United Kingdom",19.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","AT","Austria",9.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","BG","Bulgaria",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","CY","Cyprus",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","DE","Germany",5.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","DK","Denmark",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","EE","Estonia",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","EL","Greece",28.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","ES","Spain",13.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","FI","Finland",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","FR","France",64.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","HR","Croatia",8.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","HU","Hungary",11.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","IE","Ireland",2.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","IT","Italy",6.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","LU","Luxembourg",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","MT","Malta",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","NL","Netherlands",7.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","NO","Norway",7.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","PL","Poland",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","PT","Portugal",12.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","RO","Romania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","SE","Sweden",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","SI","Slovenia",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2008","UK","United Kingdom",12.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","AT","Austria",6.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","BE","Belgium",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","BG","Bulgaria",2.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","CY","Cyprus",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","CZ","Czechia",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","DE","Germany",9.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","DK","Denmark",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","EE","Estonia",2.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","EL","Greece",34.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","ES","Spain",18.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","FI","Finland",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","FR","France",84.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","HU","Hungary",16.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","IE","Ireland",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","IS","Iceland",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","IT","Italy",7.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","LU","Luxembourg",0.000000000,""
